team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2022,NJD,NJD,Team Level,other,24,0.67,0.43,0.48,3346,36.25,13.31,2.15,5.88,1.15,16.14,12.36,12.34,13.31,12.34,30,21,12,63,10,2,1,3,3,15,18,20,41,1,2,37,7,5,6,16,13,22,0.62,1.73,10.96,0,3,7,63,51,51,3,0.62,0.73,0.73,13.21,13.21,12.27,39.23,6.41,3.05,6.99,1.31,25.42,11.81,5.95,6.41,5.95,34,21,30,85,7,5,2,3,0,26,14,27,48,5,10,30,14,5,9,31,18,6,1.2,2.16,3.06,1,3,3,85,55,55,3,0.91,1.49,1.49,5.84,5.84,5.56
NJD,2022,NJD,NJD,Team Level,all,24,0.61,0.56,0.56,86915,866.86,91.15,58.07,201.43,29.19,469.13,341.04,86.06,92.24,87.11,866,324,375,1565,90,91,15,189,28,400,392,776,1100,90,189,753,400,163,206,839,256,95,25.44,31.63,34.08,27,35,28,1603.27,1190,1217.57,110,12.76,18.15,18.15,85.75,86.68,83.69,658.48,58.57,44.58,150.31,22.2,370.05,271.29,56.67,58.02,56.14,629,288,329,1246,55,54,7,130,14,312,352,574,862,88,193,663,594,150,229,677,192,48,19.07,23.04,16.46,16,19,20,1220.89,917,902.73,122,9.95,9.6,9.6,58.91,58.3,57.2
NJD,2022,NJD,NJD,Team Level,5on5,24,0.6,0.57,0.58,68461,692.36,60.42,44.2,167.46,23.29,375.32,279.3,58.03,61.51,59.08,695,255,307,1257,64,70,10,156,23,307,330,631,886,83,175,561,376,133,163,700,200,50,21.49,24.6,14.33,26,27,11,1295.27,950,977.57,95,9.14,13.37,13.37,56.19,57.12,55.82,495.46,39.63,31.58,119.03,16.86,274.03,209.87,38.74,39.08,38.21,473,218,256,947,34,36,5,110,12,229,270,439,657,79,175,509,544,123,198,518,144,29,14.76,17.21,7.66,13,12,9,921.9,691,676.73,111,6.5,6.12,6.12,40.02,39.4,38.98
NJD,2022,NJD,NJD,Team Level,4on5,24,0.14,0.13,0.14,7783,16.47,1.84,0.78,2.4,0.51,5.2,11.27,1.83,1.84,1.83,20,2,4,26,3,1,1,2,0,6,10,17,19,1,2,71,9,22,9,16,2,4,0.5,0.26,1.08,1,0,2,26,22,22,9,0.18,0.37,0.37,1.65,1.65,1.64,102.53,11.17,8.94,20.82,3.31,62.95,33.83,10.62,11.17,10.62,104,37,41,182,13,13,0,15,2,52,46,91,128,3,6,68,12,3,14,103,26,12,2.48,3.17,5.52,2,3,8,182,141,141,0,2.29,1.99,1.99,11.47,11.47,11.08
NJD,2022,NJD,NJD,Team Level,5on4,24,0.92,0.87,0.85,7325,121.77,15.58,10.92,25.69,4.24,72.45,38.11,13.86,15.58,13.86,121,46,52,219,13,18,3,28,2,72,34,108,154,5,10,84,8,3,28,107,41,19,2.82,5.04,7.71,0,5,8,219,167,167,3,2.81,3.68,3.68,14.71,14.71,13.95,21.25,1.36,1.02,3.46,0.73,7.65,15.78,1.35,1.36,1.35,18,12,2,32,1,0,0,2,0,5,22,17,29,1,2,56,24,19,8,25,4,1,0.64,0.51,0.21,0,1,0,32,30,30,8,0.23,0,0,1.59,1.59,1.58
NYI,2022,NYI,NYI,Team Level,other,24,0.48,0.51,0.53,3184,48.86,9.96,3.61,8.93,1.62,27.76,15.11,9.52,9.96,9.52,47,20,20,87,13,7,1,12,0,20,15,34,54,0,0,39,5,7,6,33,21,13,1.36,2.46,6.13,2,2,9,87,67,67,1,1.08,2.12,2.12,8.92,8.92,8.66,42.95,10.94,3.27,7.86,1.59,23.59,11.76,10.19,10.94,10.19,43,16,24,83,9,7,0,10,3,18,12,34,50,4,8,39,3,3,9,20,22,17,0.53,2.66,7.76,1,3,5,83,59,59,5,0.95,2.08,2.49,9.4,9.4,9.04
NYI,2022,NYI,NYI,Team Level,all,24,0.49,0.48,0.48,86797,739.29,75.99,52.5,173.04,24.89,411.33,286.26,72.01,75.79,71.9,737,287,372,1396,78,93,13,173,16,320,344,659,946,92,213,686,694,162,248,749,190,85,21.81,22.92,31.26,28,22,28,1394.23,1024,1021.28,123,11.75,20.51,20.51,67.22,67.19,65.22,797.31,80.16,58.23,186.75,27.31,441.01,311.52,76.28,80.41,76.52,791,314,378,1483,62,92,11,166,32,367,386,729,1043,89,204,682,548,162,251,799,217,89,22.75,27.23,30.19,17,25,20,1487.5,1105,1109.16,141,12.87,20.24,20.24,72.79,72.93,71.09
NYI,2022,NYI,NYI,Team Level,5on5,24,0.45,0.48,0.47,68657,551.58,47.31,37.5,136.29,18.78,303.11,222.02,44.82,47.11,44.71,553,212,290,1055,50,71,8,127,14,234,269,503,715,85,197,508,660,135,209,576,140,49,16.94,16.79,13.58,24,18,8,1053.23,765,762.28,112,7.76,13.24,13.24,41.84,41.8,40.98,624.11,56.85,42.77,151.75,21.23,342.6,251.81,54.41,57.1,54.65,613,254,285,1152,41,70,9,135,25,284,312,572,826,80,186,509,519,139,203,646,162,59,18.96,20.61,17.29,14,16,11,1156.5,867,871.16,123,8.86,14.91,14.78,50.93,51.06,50.08
NYI,2022,NYI,NYI,Team Level,4on5,24,0.18,0.13,0.14,7712,18.94,2.5,1.05,2.73,0.64,6.03,12.04,2.42,2.5,2.42,22,3,7,32,1,3,0,3,0,5,13,21,24,5,12,68,15,13,7,15,6,4,0.44,0.8,1.25,0,0,1,32,25,25,7,0.24,0.5,0.5,2.24,2.24,2.23,114.62,11.37,11.36,24.7,3.94,69.36,36.27,10.7,11.37,10.7,115,42,65,222,10,15,2,19,3,60,50,105,147,2,4,69,7,8,30,116,29,12,2.97,3.52,4.87,2,5,3,222,157,157,4,2.86,3.25,2.97,11.27,11.27,10.79
NYI,2022,NYI,NYI,Team Level,5on4,24,0.94,0.9,0.88,7244,119.91,16.22,10.34,25.08,3.84,74.43,37.09,15.25,16.22,15.25,115,52,55,222,14,12,4,31,2,61,47,101,153,2,4,71,14,7,26,125,23,19,3.07,2.86,10.29,2,2,10,222,167,167,3,2.66,4.65,4.65,14.23,14.23,13.35,15.63,1.01,0.84,2.44,0.56,5.47,11.69,0.99,1.01,0.99,20,2,4,26,2,0,0,2,1,5,12,18,20,3,6,65,19,12,9,17,4,1,0.29,0.44,0.27,0,1,1,26,22,22,9,0.2,0,0,1.2,1.2,1.18
CGY,2022,CGY,CGY,Team Level,other,23,0.39,0.46,0.46,3296,36.49,6.82,2.37,7.03,1.18,18.6,14,6.49,6.82,6.49,32,18,20,70,3,3,0,9,2,13,20,29,47,5,10,36,20,13,13,27,15,8,0.92,1.7,4.2,0,1,2,70,50,50,7,0.66,0.93,0.93,6.56,6.56,6.3,42.09,10.74,2.86,6.66,1.28,22.77,14.69,10.45,10.74,10.45,43,16,24,83,11,0,0,7,2,23,16,32,48,0,0,51,10,7,12,29,16,14,1,1.98,7.76,1,3,7,83,59,59,6,0.87,0,0,11.6,11.6,11.29
CGY,2022,CGY,CGY,Team Level,all,23,0.49,0.54,0.54,84070,782.95,69.52,53.42,185.05,26.58,429.15,323.28,67.54,69.74,67.73,800,287,357,1444,67,77,12,209,20,266,448,733,1020,98,213,722,655,210,223,822,189,76,22.41,22.88,24.24,16,23,28,1448.6,1087,1087.67,122,11.85,13.71,13.71,67.66,67.69,66.57,676.25,73,45.71,154.7,22.09,366.65,269.85,69.94,73.57,70.5,651,281,320,1252,71,54,7,157,33,280,337,580,861,91,197,719,521,197,227,674,180,78,19.88,21.78,31.34,23,26,22,1257.48,932,939.31,133,10.26,11.81,11.81,71.45,71.97,70.41
CGY,2022,CGY,CGY,Team Level,5on5,23,0.52,0.54,0.55,65152,598.67,46.63,38.33,146.72,20.28,329.29,247.76,45.43,46.83,45.62,611,218,280,1109,46,55,9,171,14,207,336,565,783,85,187,531,584,165,174,645,138,46,17.28,16.87,12.47,14,19,13,1113.6,829,829.67,99,7.88,9.28,9.28,45.22,45.25,44.69,499.81,42.58,32.59,122.08,16.52,270.46,204.76,41.03,43.16,41.59,485,204,248,937,44,46,6,123,26,192,258,441,645,86,187,534,475,163,185,520,131,38,15.72,15.89,10.98,20,17,7,942.48,689,696.31,114,6.73,9.2,9.2,40.11,40.63,39.99
CGY,2022,CGY,CGY,Team Level,4on5,23,0.13,0.21,0.24,8156,35.13,2.77,1.84,5.36,1.25,12.51,26.28,2.74,2.77,2.74,39,11,4,54,4,0,0,5,1,5,35,35,46,3,6,66,36,20,16,41,7,2,1.09,0.89,0.78,1,2,1,54,50,50,15,0.41,0,0,3.18,3.18,3.14,114.07,17.89,9.41,23.25,3.65,67.27,35.53,16.7,17.89,16.7,100,57,43,200,14,7,1,24,4,62,46,86,143,1,2,78,14,5,19,106,26,25,2.58,2.98,12.33,2,4,8,200,157,157,2,2.47,2.33,2.33,18.03,18.03,17.43
CGY,2022,CGY,CGY,Team Level,5on4,23,0.88,0.87,0.85,7466,112.66,13.31,10.88,25.94,3.87,68.75,35.24,12.88,13.31,12.88,118,40,53,211,14,19,3,24,3,41,57,104,144,5,10,89,15,12,20,109,29,20,3.12,3.41,6.78,1,1,12,211,158,158,1,2.9,3.5,3.5,12.7,12.7,12.44,20.28,1.79,0.86,2.71,0.63,6.15,14.87,1.76,1.79,1.76,23,4,5,32,2,1,0,3,1,3,17,21,25,4,8,56,22,22,11,19,7,1,0.58,0.93,0.28,0,2,0,32,27,27,11,0.2,0.28,0.28,1.71,1.71,1.7
EDM,2022,EDM,EDM,Team Level,other,24,0.63,0.57,0.57,3297,44.82,12.04,3.37,7.15,1.34,22.67,12.43,11.42,12.04,11.42,46,13,18,77,13,4,1,7,1,23,11,33,46,4,8,48,10,7,7,23,19,17,0.98,2.49,8.57,0,5,8,77,59,59,3,0.95,1.36,1.78,11.21,11.21,10.95,33.2,6.92,2.35,5.72,1.13,18.5,10.38,6.56,6.92,6.56,36,9,12,57,8,1,0,9,2,14,11,28,37,5,10,39,13,10,6,22,13,10,0.74,1.68,4.51,0,3,5,57,45,45,3,0.66,0.29,0.29,7.29,7.29,6.89
EDM,2022,EDM,EDM,Team Level,all,24,0.52,0.5,0.5,86499,773.71,81.33,55.73,172.93,25.15,420.88,302.99,75.85,80.88,75.44,772,287,340,1399,82,63,2,143,25,387,359,690,977,97,199,733,585,204,270,734,253,72,21.72,31.29,28.32,24,38,20,1383.74,1059,1049.89,146,12.41,12,12.04,81.71,81.29,78.31,781.15,75.61,53.61,183.56,25.93,427.79,308.5,73.22,76.46,74.04,790,285,316,1391,87,65,14,183,25,368,347,703,988,94,191,730,591,196,253,791,202,82,23.38,24.46,27.77,26,28,33,1414.14,1075,1091.02,138,11.93,11.27,11.31,76.23,77.05,75.54
EDM,2022,EDM,EDM,Team Level,5on5,24,0.5,0.5,0.49,68035,578.86,50.45,39.57,136.91,18.9,314.76,235.42,48.53,50,48.12,567,229,274,1070,44,43,0,116,17,294,282,523,752,81,167,533,547,168,222,576,184,36,17.76,22.89,9.79,20,22,2,1054.74,796,786.89,130,8.2,7.76,7.38,51.27,50.85,49.77,604.16,51,39.43,147.81,20.08,327.68,245.01,49.77,51.85,50.6,604,227,252,1083,55,55,12,142,16,288,275,549,776,82,167,559,545,156,198,622,161,48,18.52,19.6,12.88,22,20,13,1106.14,831,847.02,118,8.15,9.21,9.26,49.89,50.71,50.07
EDM,2022,EDM,EDM,Team Level,4on5,24,0.15,0.14,0.15,7777,23.58,2.82,1.1,3.56,0.74,7.08,15.71,2.79,2.82,2.79,26,5,4,35,3,2,0,2,1,4,19,23,28,3,6,69,15,20,13,20,8,3,0.73,1.02,1.07,1,2,0,35,31,31,12,0.25,0.77,0.77,2.31,2.31,2.3,125.44,15.85,11.03,27.28,4.15,76.03,39.67,15.04,15.85,15.04,129,45,48,222,22,9,2,28,7,61,47,107,152,6,12,77,12,15,33,129,24,21,3.53,2.73,9.59,3,5,14,222,174,174,1,2.93,1.76,1.76,17.01,17.01,16.54
EDM,2022,EDM,EDM,Team Level,5on4,24,0.9,0.88,0.87,7390,126.44,16.03,11.69,25.3,4.17,76.38,39.42,13.11,16.03,13.11,133,40,44,217,22,14,1,18,6,66,47,111,151,9,18,83,13,9,28,115,42,16,2.25,4.89,8.89,3,9,10,217,173,173,1,3.01,2.12,2.12,16.93,16.93,15.29,18.33,1.85,0.81,2.75,0.57,5.58,13.44,1.85,1.85,1.85,21,4,4,29,2,0,0,4,0,5,14,19,23,1,2,55,21,15,16,18,4,3,0.6,0.46,0.8,1,0,1,29,25,25,16,0.19,0,0,2.04,2.04,2.03
VGK,2022,VGK,VGK,Team Level,other,25,0.52,0.5,0.49,3277,34.48,6.87,2.48,5.91,1.11,19.74,12.89,6.81,6.87,6.81,36,13,31,80,7,1,0,6,1,16,18,29,42,1,2,36,17,10,8,33,8,8,1.28,1.01,4.57,1,3,3,80,49,49,3,0.71,0.08,0.08,7.5,7.5,7.42,36.1,6.23,2.75,6.52,1.21,20.68,12.61,6.2,6.23,6.2,36,14,31,81,5,3,0,12,0,16,14,31,45,1,2,37,10,6,7,32,9,9,1.08,1.03,4.12,1,1,3,81,50,50,3,0.75,0.81,0.81,6.17,6.17,6.15
VGK,2022,VGK,VGK,Team Level,all,25,0.55,0.49,0.51,90788,806.66,84.53,57.51,183.95,26.8,438.96,318.31,80.98,85.9,82.35,832,279,378,1489,85,65,13,182,33,325,421,747,1026,70,152,778,603,189,175,774,246,91,23.45,30.66,30.43,27,32,26,1519.09,1111,1132.01,84,12.7,14.29,14.34,82.84,84.37,82.5,757.74,68.04,52.11,178.19,25.12,421.69,308.86,65.58,67.04,64.63,768,286,501,1555,67,61,8,201,28,335,362,701,987,81,173,687,721,227,231,787,202,65,22.58,23.85,21.61,17,28,22,1528.76,1054,1038.19,118,11.42,11.62,11.62,67.84,66.93,65.45
VGK,2022,VGK,VGK,Team Level,5on5,25,0.54,0.48,0.51,74569,638.13,59.62,43.94,151.13,21.27,343.06,259.04,57.01,60.98,58.38,654,225,306,1185,58,49,8,147,27,259,339,596,821,64,140,597,560,163,152,624,195,60,19.3,24.13,16.19,24,23,11,1215.09,879,900.01,76,9.15,9.7,9.75,58.95,60.49,59.35,616.87,49.9,40.67,149.84,20.41,342.76,255.41,48.19,48.9,47.24,618,241,409,1268,47,50,7,172,26,269,295,571,812,76,163,538,681,195,204,655,165,39,19.12,19.56,11.22,15,23,9,1241.76,859,843.19,109,8.38,9.32,9.32,48.96,48.05,47.22
VGK,2022,VGK,VGK,Team Level,4on5,25,0.18,0.11,0.14,5503,15.25,2.1,0.85,1.85,0.42,4.18,9.59,2.06,2.1,2.06,17,2,3,22,4,1,1,3,0,1,10,13,15,2,4,53,16,12,4,7,9,3,0.2,1.25,0.65,0,3,1,22,19,19,4,0.19,0.2,0.2,2.09,2.09,2.09,83.72,9.78,7.52,18.49,2.71,50.87,25.65,9.11,9.78,9.11,89,26,58,173,14,7,0,16,1,45,32,75,101,3,6,51,8,6,15,79,22,14,1.87,2.5,5.4,1,4,9,173,115,115,1,2.02,1.21,1.21,10.58,10.58,9.95
VGK,2022,VGK,VGK,Team Level,5on4,25,0.88,0.86,0.85,7439,118.8,15.94,10.24,25.06,3.99,71.99,36.78,15.1,15.94,15.1,125,39,38,202,16,14,4,26,5,49,54,109,148,3,6,92,10,4,11,110,34,20,2.66,4.26,9.02,2,3,11,202,164,164,1,2.65,4.31,4.31,14.29,14.29,13.63,21.05,2.13,1.18,3.33,0.79,7.37,15.19,2.08,2.13,2.08,25,5,3,33,1,1,1,1,1,5,21,24,29,1,2,61,22,20,5,21,6,3,0.5,0.76,0.88,0,0,1,33,30,30,5,0.27,0.28,0.28,2.12,2.12,2.12
NYR,2022,NYR,NYR,Team Level,other,24,0.51,0.52,0.5,3168,44.23,10.54,3.04,7.84,1.59,23.15,12.84,10.04,10.54,10.04,41,18,26,85,8,4,0,4,5,25,13,33,51,3,6,39,9,9,8,26,22,11,1.23,2.96,6.35,0,3,5,85,59,59,0,0.92,0.97,0.97,10.49,10.49,10.02,43.18,10.24,2.86,7.56,1.46,20.79,15.08,9.35,10.24,9.35,43,15,21,79,8,2,0,10,0,23,15,35,50,4,8,44,9,5,9,26,17,15,0.97,2.06,7.2,0,3,5,79,58,58,4,0.85,0.71,0.71,10.37,10.37,9.69
NYR,2022,NYR,NYR,Team Level,all,24,0.53,0.54,0.54,87378,818.83,79.51,60.4,182.8,27.29,464.79,328.22,75.91,80.02,76.35,823,320,367,1510,72,70,5,165,29,430,377,751,1071,85,185,616,705,172,237,835,236,72,25.49,28.81,25.21,23,32,17,1518.92,1143,1146.46,114,13.48,12.12,12.12,80.86,81.25,78.96,698.49,71.38,48.25,158.31,23.14,378.81,279.11,68.47,71.42,68.52,700,259,333,1292,67,52,8,135,12,308,385,633,892,95,207,655,514,170,217,677,215,67,19.94,26.53,24.91,26,23,18,1294.13,959,962.6,117,10.67,12.26,12.26,69.79,69.85,68.25
NYR,2022,NYR,NYR,Team Level,5on5,24,0.52,0.53,0.53,69454,601.57,50.52,41.22,140.75,19.7,340.27,249.55,48.85,51.03,49.29,611,231,280,1122,47,45,4,132,18,311,289,564,795,76,167,465,666,139,194,633,165,44,19.15,19.54,11.83,19,22,6,1130.92,842,845.46,104,8.51,8.55,8.55,50.48,50.86,49.97,539.66,46.34,36.07,129.08,18.14,293.46,219.9,45.05,46.38,45.1,540,203,266,1009,48,39,6,109,11,232,304,492,695,83,183,482,480,144,175,537,168,38,16.22,20.69,9.44,26,15,7,1011.13,743,746.6,104,7.47,7.13,7.13,46.69,46.74,46.07
NYR,2022,NYR,NYR,Team Level,4on5,24,0.15,0.18,0.21,6840,26.11,2.22,1.26,3.68,0.75,8.12,18.96,2.2,2.22,2.2,24,11,3,38,2,1,0,1,0,7,24,22,33,2,4,38,19,17,7,25,9,1,0.98,1.04,0.2,1,1,0,38,35,35,7,0.3,0.04,0.04,2.48,2.48,2.46,93.24,12.46,8.21,18.24,2.85,57.62,29.62,11.78,12.46,11.78,92,37,43,172,10,9,2,14,1,50,45,82,119,6,12,62,6,7,26,95,22,12,2.25,2.69,7.52,0,4,6,172,129,129,3,2.1,3.66,3.66,10.9,10.9,10.65
NYR,2022,NYR,NYR,Team Level,5on4,24,0.87,0.89,0.88,7916,146.92,16.23,14.87,30.53,5.26,93.25,46.87,14.81,16.23,14.81,147,60,58,265,15,20,1,28,6,87,51,132,192,4,8,74,11,7,28,151,40,16,4.13,5.27,6.82,3,6,6,265,207,207,3,3.75,2.57,2.57,17.41,17.41,16.5,22.41,2.34,1.1,3.43,0.69,6.93,14.51,2.29,2.34,2.29,25,4,3,32,1,2,0,2,0,3,21,24,28,2,4,67,19,14,7,19,8,2,0.5,1.09,0.75,0,1,0,32,29,29,6,0.25,0.75,0.75,1.84,1.84,1.84
COL,2022,COL,COL,Team Level,other,21,0.57,0.55,0.53,2861,43.34,7.83,3.31,8.1,1.72,25.29,13.76,7.62,7.83,7.62,40,20,23,83,11,3,1,7,0,28,11,29,49,2,4,42,8,1,2,36,12,12,1.2,1.63,5,0,2,9,83,60,60,0,1.04,0.59,0.59,8.28,8.28,8.05,37.05,5.99,2.96,7.3,1.5,22.34,12.92,5.24,5.99,5.24,39,14,16,69,8,3,0,5,2,23,12,31,45,2,4,29,9,1,8,30,15,8,1.05,2.04,2.91,4,3,1,69,53,53,2,0.85,1.07,1.07,5.78,5.78,5.46
COL,2022,COL,COL,Team Level,all,21,0.51,0.51,0.51,76346,660.46,66.11,45.99,149.49,21.95,376.12,264.34,64.29,67.48,65.63,697,227,305,1229,72,46,11,138,16,303,349,625,852,88,193,555,446,135,118,676,188,60,19.97,22.82,23.33,13,29,30,1264.45,924,947.1,63,10.34,11.05,11.05,65.41,66.71,65.28,647.35,63.67,46.68,148.69,22.13,364.49,255.33,59.39,62.7,58.53,689,212,299,1200,56,67,4,147,21,286,324,633,845,88,193,708,464,149,130,676,153,72,19.43,19.16,25.08,16,20,20,1170.88,901,883.3,61,10.46,14.56,14.56,59.58,58.85,57.07
COL,2022,COL,COL,Team Level,5on5,21,0.51,0.5,0.5,59457,489.38,40.71,32.22,116.65,16,276.15,204.26,39.89,42.08,41.23,518,168,245,931,36,33,7,105,14,213,285,482,650,79,175,420,410,117,103,516,138,32,15.3,16.71,8.7,10,16,10,966.45,686,709.1,58,6.64,7.08,7.08,40.28,41.58,41.06,488.47,39.34,32.77,117.52,16.64,272.66,202.07,37.28,38.36,36.42,520,161,236,917,30,46,4,126,15,205,259,490,651,78,173,514,423,125,99,534,105,42,15.16,12.93,11.24,10,11,9,887.88,681,663.3,49,6.79,9.04,9.04,37.09,36.37,35.59
COL,2022,COL,COL,Team Level,4on5,21,0.07,0.1,0.12,7081,15.04,1.34,0.76,2.2,0.48,5.19,11.04,1.33,1.34,1.33,17,4,2,23,2,0,0,2,0,4,13,15,19,1,2,44,18,13,4,14,7,0,0.46,0.88,0,1,1,0,23,21,21,4,0.17,0,0,1.5,1.5,1.5,112.99,17.9,10.58,22.71,3.73,66.66,33.42,16.44,17.9,16.44,118,37,45,200,17,18,0,15,4,56,45,101,138,3,6,80,11,5,14,102,31,22,2.96,4,10.94,2,5,10,200,155,155,1,2.73,4.46,4.46,16.17,16.17,15.5
COL,2022,COL,COL,Team Level,5on4,21,0.97,0.93,0.93,6947,112.7,16.24,9.7,22.54,3.74,69.49,35.28,15.45,16.24,15.45,122,35,35,192,23,10,3,24,2,58,40,99,134,6,12,49,10,4,9,110,31,16,3.02,3.6,9.63,2,10,11,192,157,157,1,2.49,3.39,3.39,15.35,15.35,14.68,8.84,0.45,0.38,1.16,0.26,2.83,6.93,0.44,0.45,0.44,12,0,2,14,1,0,0,1,0,2,8,11,11,5,10,85,21,18,9,10,2,0,0.26,0.19,0,0,1,0,14,12,12,9,0.09,0,0,0.54,0.54,0.53
CHI,2022,CHI,CHI,Team Level,other,22,0.48,0.39,0.43,2089,30.7,7.15,2.26,5.26,0.95,13.98,10.4,6.28,7.15,6.28,28,12,8,48,6,6,0,7,1,8,12,22,34,4,8,42,13,7,6,14,16,10,0.6,1.8,4.75,0,5,1,48,40,40,3,0.63,2.04,2.04,5.73,5.73,5.33,38.79,7.69,2.89,6.61,1.32,21.38,13.11,7.52,7.69,7.52,37,16,23,76,7,3,0,6,5,15,17,30,46,2,4,25,4,8,2,33,10,10,1.35,0.99,5.34,0,2,5,76,53,53,0,0.91,1,0.16,8.43,8.43,8.23
CHI,2022,CHI,CHI,Team Level,all,22,0.45,0.42,0.43,80361,565.48,58.77,40.11,133.37,19.15,301.51,222.08,56.09,57.87,55.21,577,198,249,1024,56,65,15,128,16,216,294,521,719,87,192,697,550,186,246,559,139,77,15.55,17.17,26.05,16,16,24,998.38,775,759.02,131,8.96,14.98,15.03,52.7,51.89,50.62,757.28,73.05,52.89,174.58,24.98,413.72,302.77,69.86,74.52,71.29,770,272,359,1401,81,71,10,143,19,354,374,689,961,82,179,537,364,170,153,774,186,82,22.13,22.95,27.98,33,26,22,1445.87,1042,1072.19,70,11.74,16.41,16.42,68.37,69.62,67.72
CHI,2022,CHI,CHI,Team Level,5on5,22,0.43,0.41,0.42,64846,422.61,37.64,28.38,104.57,14.46,227.97,169.97,36.39,36.74,35.51,424,159,196,779,32,46,11,102,11,163,229,392,551,70,156,510,502,154,199,436,100,47,11.58,12.47,13.58,11,8,13,753.38,583,567.02,116,5.89,9.94,10,33.53,32.71,32.19,592.46,50,39.47,143.44,19.64,325.86,240.58,48.07,51.47,49.5,603,216,284,1103,55,55,8,120,12,287,290,548,764,73,161,413,341,140,132,623,144,52,18.18,17.69,14.13,30,15,10,1147.87,819,849.19,61,8.17,11.76,11.77,46.4,47.65,46.55
CHI,2022,CHI,CHI,Team Level,4on5,22,0.13,0.13,0.15,6763,17.93,1.78,0.93,2.66,0.52,5.84,12.28,1.78,1.78,1.78,23,1,2,26,4,0,0,2,0,2,16,19,20,3,6,73,26,19,10,18,2,4,0.47,0.2,1.11,2,1,1,26,24,24,9,0.21,0,0,1.99,1.99,1.99,98.55,12.05,9.05,20.79,3.21,57.96,30.93,10.99,12.05,10.99,104,30,48,182,17,12,1,16,2,49,38,87,117,5,10,57,8,2,12,96,22,16,1.92,2.74,7.39,3,8,6,182,134,134,2,2.34,3.29,4.14,10.26,10.26,9.66
CHI,2022,CHI,CHI,Team Level,5on4,22,0.79,0.81,0.78,6663,94.24,12.21,8.54,20.88,3.22,53.72,29.43,11.64,12.21,11.64,102,26,43,171,14,13,4,17,4,43,37,88,114,10,22,72,9,6,31,91,21,16,2.9,2.7,6.61,3,2,9,171,128,128,3,2.23,2.99,2.99,11.45,11.45,11.11,27.49,3.31,1.48,3.74,0.8,8.53,18.15,3.28,3.31,3.28,26,10,4,40,2,1,1,1,0,3,29,24,34,2,4,42,11,20,7,22,10,4,0.67,1.52,1.12,0,1,1,40,36,36,7,0.33,0.36,0.36,3.28,3.28,3.27
