team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2021,CAR,CAR,Team Level,other,14,0.51,0.39,0.39,3062,25.93,8.25,1.9,4.46,1.02,14.51,6.86,7.65,8.25,7.65,22,15,13,50,5,5,1,1,4,9,13,17,32,3,6,26,14,4,8,12,13,12,0.43,1.61,6.2,0,0,5,50,37,37,7,0.59,1.39,1.39,7.45,7.45,7.02,40.46,7.86,3.07,8.34,1.56,25,12.18,7.26,7.86,7.26,39,19,19,77,7,4,0,4,0,29,14,32,51,2,6,32,17,7,6,28,21,9,1.01,2.55,4.3,1,1,5,77,58,58,2,0.95,1.03,1.33,7.48,7.48,6.93
CAR,2021,CAR,CAR,Team Level,all,14,0.53,0.53,0.52,50592,461.01,44.08,32.33,110.35,15.77,260.9,185.57,42.05,43.64,41.62,441,208,251,900,37,46,7,96,21,222,227,404,612,59,127,471,451,160,188,484,126,39,14.62,15.51,13.96,15,12,10,887.32,649,641.27,74,7.23,7.16,7.16,44.15,43.73,42.46,429.34,39.38,28.54,101.83,14.34,236.46,170.45,37.61,40.04,38.22,410,181,199,790,40,42,4,93,14,217,185,370,551,67,143,376,467,137,187,445,103,43,12.45,12.41,14.53,12,12,16,801.86,591,599.62,93,6.43,8.55,8.55,37.26,37.77,36.56
CAR,2021,CAR,CAR,Team Level,5on5,14,0.53,0.53,0.52,38798,345.62,27.28,22.82,87.01,11.71,193.96,142.22,26.28,26.83,25.85,335,150,190,675,24,35,5,85,13,164,164,311,461,49,105,361,414,130,152,378,87,20,11.54,10.73,5.01,13,8,3,662.32,485,477.27,62,4.72,4.61,4.71,27.28,26.86,26.38,324.46,24.25,20.21,81.01,10.65,175.36,132.52,23.42,24.91,24.02,307,137,157,601,21,32,3,78,12,159,142,286,423,49,105,281,417,108,152,356,60,28,9.68,7.2,7.37,8,7,6,612.86,444,452.62,78,4.16,6.29,5.99,22.42,22.93,22.62
CAR,2021,CAR,CAR,Team Level,4on5,14,0.17,0.23,0.26,3999,18.27,1.29,0.93,2.93,0.58,6.33,12.93,1.29,1.29,1.29,19,6,2,27,2,0,0,0,0,4,19,17,23,3,8,42,11,15,5,19,6,0,0.46,0.83,0,0,2,0,27,25,25,3,0.21,0,0,1.5,1.5,1.5,52.69,6.46,4.71,10.9,1.78,32.21,16.95,6.13,6.46,6.13,50,23,19,92,11,6,1,11,2,26,17,39,62,8,16,29,9,6,17,49,18,6,1.49,2.11,2.86,3,3,5,92,73,73,3,1.19,1.23,1.23,6.42,6.42,6.08
CAR,2021,CAR,CAR,Team Level,5on4,14,0.9,0.88,0.86,4733,71.19,7.27,6.68,15.95,2.45,46.09,23.55,6.83,7.27,6.83,65,37,46,148,6,6,1,10,4,45,31,59,96,4,8,42,12,11,23,75,20,7,2.19,2.33,2.75,2,2,2,148,102,102,2,1.71,1.16,1.06,7.92,7.92,7.57,11.73,0.81,0.55,1.58,0.35,3.9,8.8,0.81,0.81,0.81,14,2,4,20,1,0,0,0,0,3,12,13,15,8,16,34,24,16,12,12,4,0,0.27,0.54,0,0,1,0,20,16,16,10,0.13,0,0,0.94,0.94,0.94
MIN,2021,MIN,MIN,Team Level,other,6,0.38,0.58,0.61,1258,12.92,1.76,0.91,2.74,0.49,7.58,5.52,1.73,1.76,1.73,13,6,6,25,2,0,0,3,1,4,9,11,17,1,2,17,2,2,3,12,5,2,0.38,0.72,0.67,0,0,2,25,19,19,1,0.26,0,0,2.02,2.02,1.98,8.52,2.89,0.39,1.22,0.27,3.61,3.63,2.88,2.89,2.88,10,2,6,18,3,0,0,0,0,4,5,7,9,1,2,5,6,0,2,7,1,4,0.29,0.14,2.47,0,0,3,18,12,12,2,0.11,0,0,3,3,2.99
MIN,2021,MIN,MIN,Team Level,all,6,0.48,0.52,0.52,21600,194.62,16.99,13.96,43.22,6.37,112.51,80.94,16.18,17.16,16.33,186,88,81,355,16,15,3,52,2,94,95,170,258,31,64,163,133,53,39,207,52,15,6.06,6.5,4.44,7,4,5,355.36,274,274.21,21,3.07,3.39,3.39,16.68,16.78,16.38,176.83,18.3,12.46,39.03,6.09,100.04,72.09,17.7,18.38,17.78,188,60,83,331,22,18,7,25,9,80,94,166,226,31,62,175,146,46,34,188,45,15,5.89,5.26,7.15,4,9,9,331.51,248,248.54,27,2.78,4.15,4.15,16.93,16.94,16.54
MIN,2021,MIN,MIN,Team Level,5on5,6,0.56,0.53,0.55,15542,142.93,11.62,9.77,32.86,4.57,80.08,60.1,11.28,11.79,11.44,136,63,64,263,10,11,1,41,1,74,62,126,189,28,58,116,122,44,31,151,39,9,4.46,4.86,2.3,5,4,1,263.36,199,199.21,17,2.02,1.92,1.92,11.71,11.82,11.65,118.69,8.98,7.85,28.84,4.15,66.97,49.2,8.76,9.07,8.84,122,44,64,230,11,11,4,16,7,52,69,111,155,27,54,121,132,32,29,133,27,6,4.31,3.11,1.55,3,6,2,230.51,166,166.54,24,1.61,1.82,1.82,8.76,8.77,8.67
MIN,2021,MIN,MIN,Team Level,4on5,6,0.04,0.09,0.08,2363,3.7,0.25,0.2,0.37,0.11,1.25,2.83,0.24,0.25,0.24,5,0,2,7,0,0,0,0,0,2,3,5,5,0,0,14,6,5,3,4,1,0,0.15,0.1,0,0,0,0,7,5,5,3,0.05,0,0,0.3,0.3,0.29,41.58,5.81,3.89,7.95,1.45,26.79,13.12,5.44,5.81,5.44,46,13,12,71,8,7,3,8,2,21,13,38,51,2,4,24,3,5,2,38,17,4,1,2.02,2.8,1,3,4,71,59,59,0,0.99,2.33,2.33,4.47,4.47,4.18
MIN,2021,MIN,MIN,Team Level,5on4,6,0.84,0.83,0.82,2437,35.07,3.35,3.09,7.25,1.19,23.61,12.5,2.92,3.35,2.92,32,19,9,60,4,4,2,8,0,14,21,28,47,2,4,16,3,2,2,40,7,4,1.06,0.83,1.46,2,0,2,60,51,51,0,0.75,1.46,1.46,2.64,2.64,2.46,8.03,0.62,0.33,1.02,0.22,2.66,6.14,0.62,0.62,0.62,10,1,1,12,0,0,0,1,0,3,7,10,11,1,2,25,5,9,1,10,0,1,0.28,0,0.34,0,0,0,12,11,11,1,0.08,0,0,0.7,0.7,0.7
NSH,2021,NSH,NSH,Team Level,other,4,0.15,0.46,0.38,441,5.8,0.54,0.52,1.52,0.22,3.49,1.71,0.39,0.54,0.39,3,5,4,12,0,1,0,0,1,3,3,3,8,1,2,5,3,0,0,7,0,1,0.18,0,0.36,0,0,0,12,8,8,0,0.15,0.36,0.36,0.34,0.34,0.31,8.99,3.08,0.68,1.46,0.32,4.34,3.12,2.97,3.08,2.97,8,5,1,14,3,0,0,1,2,4,3,5,10,1,2,8,1,0,1,5,2,6,0.17,0.17,2.73,0,0,3,14,13,13,1,0.18,0,0,3.26,3.26,3.13
NSH,2021,NSH,NSH,Team Level,all,4,0.32,0.39,0.38,14911,102.93,9.02,7.12,24.42,3.46,57.06,41.92,8.57,8.77,8.34,112,31,63,206,9,7,2,32,4,48,43,103,134,16,32,131,215,36,25,104,32,7,2.81,3.85,2.36,2,6,1,196.82,143,138.23,16,1.59,2.15,2.15,8.45,8.22,8.04,166.77,19.1,11.22,35.8,5.48,91.13,69.26,18.42,19.47,18.78,176,56,93,325,21,10,2,40,11,74,76,155,211,14,28,133,192,29,17,170,45,17,5.51,5.78,7.81,12,1,8,340.34,232,239.45,7,2.45,2.62,2.62,18.94,19.32,18.82
NSH,2021,NSH,NSH,Team Level,5on5,4,0.41,0.4,0.41,12056,86.84,7.19,5.78,20.7,2.86,47.49,35.99,6.97,6.94,6.73,97,23,51,171,6,5,1,30,3,40,36,91,114,15,30,104,199,33,20,86,29,5,2.26,3.56,1.37,1,5,0,161.82,120,115.23,13,1.21,1.16,1.16,7.24,7.01,6.87,126.65,10.35,8.11,28.69,4.03,69.68,54.14,10.14,10.72,10.5,136,39,78,253,12,7,0,35,8,54,59,124,163,11,22,105,178,27,13,134,36,5,4.34,4.58,1.44,11,1,0,268.34,175,182.45,6,1.68,1.36,1.36,10.67,11.06,10.93
NSH,2021,NSH,NSH,Team Level,4on5,4,0.03,0.04,0.05,1268,1.53,0.16,0.08,0.15,0.03,0.48,1.1,0.16,0.16,0.16,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,11,5,2,2,1,1,0,0.06,0.1,0,0,0,0,2,2,2,2,0.02,0,0,0.18,0.18,0.18,24.79,4.63,2.05,4.62,0.84,14.91,7.96,4.4,4.63,4.4,25,10,13,48,5,2,1,3,1,14,10,20,30,1,2,12,2,2,3,25,6,4,0.83,0.88,2.92,1,0,4,48,35,35,0,0.51,0.88,0.88,4.26,4.26,4.02
NSH,2021,NSH,NSH,Team Level,5on4,4,0.52,0.68,0.59,1146,8.76,1.12,0.75,2.05,0.35,5.61,3.13,1.06,1.12,1.06,10,3,8,21,3,1,1,2,0,4,3,7,10,0,0,11,8,1,3,10,2,1,0.3,0.19,0.63,1,1,1,21,13,13,1,0.2,0.63,0.63,0.69,0.69,0.68,6.34,1.04,0.39,1.03,0.29,2.21,4.05,0.91,1.04,0.91,7,2,1,10,1,1,1,1,0,2,4,6,8,1,2,8,11,0,0,6,1,2,0.17,0.15,0.73,0,0,1,10,9,9,0,0.09,0.39,0.39,0.74,0.74,0.74
COL,2021,COL,COL,Team Level,other,20,0.57,0.49,0.53,2985,34.58,9.78,2.58,6.04,1.17,18.51,10.92,9.12,9.78,9.12,36,13,12,61,9,1,0,7,2,18,12,27,40,2,4,28,12,3,5,26,8,15,0.99,0.83,7.95,0,1,8,61,49,49,3,0.75,0.37,0.37,10.16,10.16,9.47,31.75,7.24,2.38,5.78,1.06,18.54,8.99,6.46,7.24,6.46,26,18,19,63,4,3,1,3,3,15,16,22,40,2,4,34,16,2,3,23,9,12,0.84,1.01,5.39,0,0,4,63,44,44,0,0.76,1.49,1.49,6.51,6.51,6.1
COL,2021,COL,COL,Team Level,all,20,0.59,0.57,0.58,74095,762.55,75.37,52.94,174.5,25.43,426.15,308.6,72.15,76.27,73.02,781,282,378,1441,85,61,16,167,27,336,387,696,978,73,149,596,759,195,141,796,197,70,23.9,23.63,27.85,39,15,31,1470.97,1063,1078.32,72,11.64,14.92,14.92,72.09,72.96,70.68,543.21,52.12,37.75,123.61,17.8,306.53,218.19,49.64,51.67,49.21,558,198,309,1065,55,42,8,120,20,245,274,503,701,76,158,650,837,172,161,554,150,52,15.81,17.96,18.35,17,20,18,1046.9,756,749.34,99,8.43,9.71,9.71,50.85,50.48,49.07
COL,2021,COL,COL,Team Level,5on5,20,0.58,0.58,0.59,60383,603.12,48.45,39.89,144.45,19.98,340.13,250.09,47.02,49.35,47.89,623,220,314,1157,57,48,10,139,20,254,325,566,786,66,135,481,706,166,123,654,152,37,19.71,18.11,10.64,36,10,11,1186.97,843,858.32,68,8.22,9.96,9.96,46.72,47.59,46.83,430.5,34.74,28.47,102.38,14.15,238.9,178.36,33.68,34.29,33.24,444,153,249,846,42,33,5,101,15,189,217,402,555,70,146,507,780,152,145,453,116,28,12.82,13.95,7.98,14,19,9,827.91,597,590.34,91,5.9,6.35,6.35,34.29,33.92,33.38
COL,2021,COL,COL,Team Level,4on5,20,0.16,0.18,0.22,5626,21.5,1.79,1,3.46,0.79,7.13,15.83,1.66,1.79,1.66,24,6,1,31,2,1,1,4,0,5,18,22,28,3,6,34,36,19,1,25,3,2,0.68,0.4,0.73,1,0,1,31,30,30,1,0.24,0.39,0.39,1.64,1.64,1.63,72.76,9.76,6.61,14.55,2.37,46.42,24.28,9.13,9.76,9.13,78,26,39,143,9,6,2,16,2,37,34,69,95,1,2,61,13,6,9,68,24,12,1.87,2.9,4.98,3,1,5,143,104,104,4,1.7,1.86,1.86,9.61,9.61,9.14
COL,2021,COL,COL,Team Level,5on4,20,0.98,0.94,0.93,5101,103.35,15.35,9.48,20.54,3.48,60.39,31.76,14.36,15.35,14.36,98,43,51,192,17,11,5,17,5,59,32,81,124,2,4,53,5,7,12,91,34,16,2.53,4.29,8.53,2,4,11,192,141,141,0,2.43,4.21,4.21,13.58,13.58,12.75,8.22,0.38,0.29,0.89,0.21,2.66,6.57,0.38,0.38,0.38,10,1,2,13,0,0,0,0,0,4,7,10,11,3,6,48,28,12,4,10,1,0,0.28,0.1,0,0,0,0,13,11,11,4,0.07,0,0,0.45,0.45,0.44
TOR,2021,TOR,TOR,Team Level,other,7,0.58,0.52,0.56,1776,19.08,4.05,1.37,2.97,0.56,9.81,6.25,3.97,4.05,3.97,18,7,4,29,6,0,0,4,1,6,8,12,19,0,0,20,9,2,1,8,13,4,0.27,1.49,2.29,2,2,2,29,25,25,0,0.36,0,0,4.41,4.41,4.31,14.71,2.91,1.24,2.58,0.49,8.31,4.48,2.81,2.91,2.81,15,5,7,27,5,1,0,3,0,3,8,10,15,0,0,20,10,4,3,12,4,4,0.38,0.54,1.99,0,3,2,27,20,20,1,0.39,0.02,0.02,3.27,3.27,3.16
TOR,2021,TOR,TOR,Team Level,all,7,0.53,0.51,0.52,26284,229.21,25.6,17.07,48.12,7.53,123.79,89.88,24.63,25.48,24.51,216,96,107,419,24,18,1,39,5,95,131,192,288,38,84,236,266,49,46,211,69,32,6.92,8.21,10.46,10,8,6,414.6,312,309.41,24,3.83,4.38,4.38,25.06,24.9,24.36,210.01,22.37,15.76,45.71,7.2,112.79,80.16,21.6,22.75,21.95,215,69,113,397,23,18,4,59,4,95,85,192,261,32,67,181,306,48,48,201,55,28,5.7,6.78,9.9,6,7,10,400.6,284,287.19,19,3.67,2.73,2.73,23.31,23.58,23.07
TOR,2021,TOR,TOR,Team Level,5on5,7,0.51,0.51,0.53,19170,159.08,14.27,11.51,36.57,5.46,88.43,63.76,13.77,14.15,13.65,150,70,77,297,13,13,1,30,2,69,93,137,207,32,70,163,229,40,37,168,37,15,5.79,4.42,4.05,8,4,1,292.6,220,217.41,21,2.4,3.17,3.25,13.42,13.26,13.06,144.62,13.5,10.04,33.51,5.22,76.29,57.44,13,13.88,13.34,148,48,93,289,12,14,4,45,3,67,55,136,184,25,53,124,272,37,33,139,42,15,4.24,5.17,4.1,5,4,3,292.6,196,199.19,16,2.1,2.62,2.62,12.99,13.26,13.04
TOR,2021,TOR,TOR,Team Level,4on5,7,0.27,0.22,0.22,2879,12.98,1.83,0.66,1.45,0.35,3.36,8.34,1.74,1.83,1.74,13,3,3,19,2,3,0,0,1,0,10,11,14,4,10,25,21,6,3,8,3,5,0.21,0.34,1.27,0,1,1,19,16,16,2,0.16,0.66,0.58,1.4,1.4,1.39,43.2,5.06,4.06,8.68,1.28,25.95,12.97,4.89,5.06,4.89,42,16,11,69,5,3,0,10,0,22,18,37,53,5,10,24,11,2,9,43,8,7,0.76,0.95,3.35,1,0,4,69,58,58,0,1.09,0.1,0.1,6.05,6.05,5.87
TOR,2021,TOR,TOR,Team Level,5on4,7,0.86,0.86,0.84,2459,38.07,5.46,3.53,7.13,1.16,22.19,11.54,5.15,5.46,5.15,35,16,23,74,3,2,0,5,1,20,20,32,48,2,4,28,7,1,5,27,16,8,0.65,1.96,2.85,0,1,2,74,51,51,1,0.91,0.54,0.54,5.83,5.83,5.6,7.48,0.9,0.42,0.95,0.21,2.25,5.27,0.9,0.9,0.9,10,0,2,12,1,0,0,1,1,3,4,9,9,2,4,13,13,5,3,7,1,2,0.32,0.13,0.46,0,0,1,12,10,10,2,0.09,0,0,1,1,0.99
BOS,2021,BOS,BOS,Team Level,other,7,0.41,0.56,0.57,1864,25.1,3.78,2.02,5.25,0.99,17.06,6.9,3.33,3.78,3.33,26,10,11,47,4,2,0,3,0,18,9,22,32,1,4,18,14,3,3,20,12,4,0.7,1.49,1.59,1,0,3,47,36,36,1,0.62,0.51,0.51,3.89,3.89,3.43,18.71,5.51,1.4,3.33,0.76,11.12,4.88,5.2,5.51,5.2,16,11,10,37,4,4,1,0,2,8,9,12,23,0,0,15,7,3,3,9,10,8,0.3,1.27,3.93,0,0,4,37,27,27,2,0.44,1.12,1.12,4.84,4.84,4.67
