team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VGK,2018,VGK,VGK,Team Level,all,7,0.56,0.5,0.52,28176,250.8,25.79,17.06,57.82,8.04,129.83,103.46,24.72,25.99,24.92,245,97,123,465,25,24,6,58,9,109,117,220,317,36,78,244,325,90,58,238,72,32,6.29,8.9,10.61,7,11,7,470.19,342,345.43,25,3.82,6.78,6.78,22.83,23.08,22.72,223.17,20.38,17.02,52.03,7.58,124.22,91.78,19.54,20.23,19.39,232,81,156,469,23,28,3,40,6,100,116,209,290,34,73,238,271,90,60,234,57,22,6.44,6.83,7.1,11,4,8,463.52,313,309.47,26,3.9,4.45,4.45,19.82,19.68,19.18
VGK,2018,VGK,VGK,Team Level,5on5,7,0.57,0.53,0.56,21623,199.11,16.61,12.71,47.69,6.25,102.65,82.09,16.03,16.8,16.23,190,78,94,362,14,15,4,47,7,90,95,176,254,29,64,172,305,75,48,197,55,16,5.26,6.82,4.53,3,7,4,367.19,268,271.43,21,2.65,3.66,3.66,15.59,15.84,15.63,150.85,12.39,10.13,35.83,4.99,84.49,64.16,12.09,12.24,11.94,149,63,112,324,9,13,2,26,4,69,91,140,203,28,61,170,255,65,47,158,42,12,4.1,4.85,3.44,3,3,3,318.52,212,208.47,21,2.08,2.7,2.7,11.78,11.64,11.52
VGK,2018,VGK,VGK,Team Level,4on5,7,0.11,0.13,0.13,2987,7.99,0.77,0.36,0.96,0.21,1.99,7.7,0.77,0.77,0.77,9,3,4,16,2,0,0,0,0,3,7,7,10,2,4,34,12,11,3,9,1,2,0.22,0.13,0.42,2,0,0,16,12,12,3,0.08,0,0,0.85,0.85,0.85,56.92,5.91,5.95,13.46,2.07,31.65,17.96,5.42,5.91,5.42,65,12,34,111,8,15,1,11,1,21,21,57,69,2,4,30,2,8,7,57,12,8,1.64,1.6,2.67,5,0,3,111,77,77,2,1.56,1.75,1.75,5.71,5.71,5.41
VGK,2018,VGK,VGK,Team Level,5on4,7,0.98,0.9,0.89,2439,35.54,5.66,3.42,8,1.3,20.56,11.07,5.38,5.66,5.38,39,11,19,69,8,8,2,9,0,14,11,31,42,4,8,28,7,2,6,27,14,9,0.61,1.69,3.36,2,3,3,69,50,50,0,0.9,2.68,2.68,3.88,3.88,3.81,3.04,0.11,0.11,0.36,0.09,0.75,4.58,0.11,0.11,0.11,4,2,2,8,1,0,0,0,0,3,2,3,5,3,6,18,10,14,2,6,0,0,0.11,0,0,1,0,0,8,6,6,2,0.03,0,0,0.13,0.13,0.13
WPG,2018,WPG,WPG,Team Level,other,6,0.59,0.75,0.79,1839,14.24,2.09,0.93,3.06,0.45,7.17,5.32,1.96,2.09,1.96,16,3,2,21,3,1,0,4,1,7,3,13,16,0,0,15,2,1,0,9,8,2,0.28,0.95,0.85,0,2,1,21,19,19,0,0.26,0.02,0.13,2.22,2.22,2.08,3.26,1.44,0.16,0.39,0.1,1.37,1.54,1.4,1.44,1.4,2,3,2,7,1,0,0,0,0,2,2,1,4,1,2,12,2,0,1,2,1,2,0.11,0.2,1.14,1,0,0,7,5,5,1,0.03,0,0,1.48,1.48,1.43
WPG,2018,WPG,WPG,Team Level,all,6,0.52,0.5,0.49,21962,174.91,16.89,12.06,39.82,5.72,96.93,75.58,16.25,17.01,16.37,173,74,84,331,16,13,4,43,4,88,83,157,231,20,42,175,159,47,43,182,48,17,5.22,5.88,5.79,4,7,5,332.45,247,248.47,39,2.69,2.64,2.64,16.94,17.04,16.54,182.19,15.82,12.19,42.85,5.95,100.86,78.34,15.1,15.82,15.1,184,72,81,337,16,15,5,35,0,96,94,168,240,15,32,191,151,57,57,202,39,15,5.5,4.84,5.47,7,5,4,335.66,256,254.71,44,2.65,3.52,3.52,14.94,14.94,14.6
WPG,2018,WPG,WPG,Team Level,5on5,6,0.54,0.5,0.49,17252,140.04,11.85,9.43,33.01,4.51,78.02,61.19,11.56,11.97,11.69,141,57,73,271,11,11,4,37,3,67,69,130,187,17,36,137,152,39,38,150,38,10,4.28,4.72,2.85,2,5,4,272.45,198,199.47,34,1.96,2.6,2.48,11.32,11.43,11.31,144.85,10.14,9.28,35.15,4.72,81.21,62.5,9.89,10.15,9.89,151,52,70,273,10,7,3,31,0,75,80,141,193,14,30,155,142,50,51,166,31,6,4.65,3.81,1.68,4,3,3,271.66,203,201.71,40,1.91,1.17,1.17,10.89,10.89,10.76
WPG,2018,WPG,WPG,Team Level,4on5,6,0.05,0.11,0.11,1566,2.77,0.2,0.13,0.28,0.08,0.74,3.57,0.2,0.2,0.2,4,1,1,6,0,0,0,1,0,1,3,4,5,1,2,13,4,5,5,4,1,0,0.11,0.1,0,0,0,0,6,5,5,5,0.03,0,0,0.23,0.23,0.23,29.53,3.96,2.58,6.73,0.98,17.2,8.55,3.54,3.96,3.54,27,13,9,49,5,8,2,4,0,17,6,22,35,0,0,14,0,3,2,27,6,7,0.6,0.7,2.66,2,2,1,49,40,40,0,0.66,2.35,2.35,2.26,2.26,2.1
WPG,2018,WPG,WPG,Team Level,5on4,6,0.91,0.8,0.76,1305,17.86,2.75,1.58,3.48,0.69,11,5.5,2.52,2.75,2.52,12,13,8,33,2,1,0,1,0,13,8,10,23,2,4,10,1,2,0,19,1,5,0.55,0.11,2.09,2,0,0,33,25,25,0,0.44,0.03,0.03,3.16,3.16,2.91,4.56,0.27,0.16,0.58,0.15,1.08,5.75,0.27,0.27,0.27,4,4,0,8,0,0,0,0,0,2,6,4,8,0,0,10,7,4,3,7,1,0,0.14,0.14,0,0,0,0,8,8,8,3,0.04,0,0,0.31,0.31,0.31
NSH,2018,NSH,NSH,Team Level,other,6,0.46,0.44,0.48,904,11.85,1.52,1.11,2.14,0.48,7.71,3.04,1.24,1.52,1.24,13,3,2,18,0,2,0,2,0,7,5,13,16,1,2,6,2,1,3,11,2,3,0.38,0.24,0.9,0,0,0,18,16,16,2,0.3,0.69,0.69,1.13,1.13,1.08,12.03,1.77,1.06,2.17,0.45,7.53,4.01,1.4,1.77,1.4,10,7,6,23,0,1,0,2,0,7,7,10,17,0,0,6,1,2,1,9,5,3,0.31,0.69,0.77,0,0,0,23,17,17,1,0.3,0.3,0.3,1.78,1.78,1.41
NSH,2018,NSH,NSH,Team Level,all,6,0.5,0.51,0.52,22922,203.93,18.59,14.17,47.71,6.94,112.67,86.91,17.38,18.61,17.4,217,70,124,411,12,18,1,50,6,102,99,205,275,26,52,215,155,26,83,218,46,23,6.12,5.49,6.99,7,3,2,404.84,287,285.47,44,3.1,4.75,4.75,16.95,16.94,16.47,195.87,18.61,14.09,42.8,6.27,109.43,78.81,16.89,18.57,16.86,200,70,119,389,18,12,2,34,5,97,104,182,252,19,38,187,169,51,66,193,58,19,5.14,7.34,6.12,7,7,4,390.29,270,269.39,32,3.2,2.8,2.8,19.01,18.94,17.33
NSH,2018,NSH,NSH,Team Level,5on5,6,0.54,0.53,0.54,18130,166.35,15.07,10.88,40.75,5.5,89.85,70.96,14.2,15.09,14.22,175,58,102,335,12,15,1,44,5,79,78,163,221,21,42,175,144,20,65,177,37,19,4.9,4.36,5.81,7,3,2,328.84,233,231.47,38,2.26,3.69,4.06,13.27,13.26,12.93,144.16,12.63,9.57,32.94,4.54,76.86,60.46,12.2,12.59,12.17,152,45,99,296,14,9,2,26,3,64,81,138,183,17,34,146,155,43,56,142,44,11,3.88,5.61,3.14,5,6,3,297.29,197,196.39,29,2,2.29,2.29,12.33,12.26,11.97
NSH,2018,NSH,NSH,Team Level,4on5,6,0.07,0.12,0.13,2089,4.68,0.28,0.18,0.58,0.13,1.17,5.67,0.28,0.28,0.28,8,0,1,9,0,0,0,0,0,2,6,8,8,2,4,17,7,3,4,7,1,0,0.13,0.16,0,0,0,0,9,8,8,4,0.04,0,0,0.33,0.33,0.33,37.46,4.05,3.37,7.4,1.22,24.3,12.67,3.14,4.05,3.14,36,17,13,66,4,2,0,6,2,26,13,32,49,1,2,24,6,1,7,40,8,5,0.88,0.95,2.22,2,1,1,66,53,53,0,0.89,0.21,0.21,4.72,4.72,3.78
NSH,2018,NSH,NSH,Team Level,5on4,6,0.92,0.92,0.91,1799,21.04,1.72,1.99,4.24,0.84,13.95,7.25,1.66,1.72,1.66,21,9,19,49,0,1,0,4,1,14,10,21,30,2,4,17,2,2,11,23,6,1,0.71,0.73,0.27,0,0,0,49,30,30,0,0.5,0.37,0,2.22,2.22,2.14,2.21,0.15,0.09,0.3,0.06,0.73,1.67,0.15,0.15,0.15,2,1,1,4,0,0,0,0,0,0,3,2,3,1,2,11,7,5,2,2,1,0,0.07,0.09,0,0,0,0,4,3,3,2,0.02,0,0,0.17,0.17,0.17
COL,2018,COL,COL,Team Level,other,12,0.51,0.54,0.57,2018,30.14,5.98,2.5,5.51,1.06,17.87,10.09,4.88,5.98,4.88,29,14,12,55,5,5,1,6,0,21,6,24,38,2,4,22,8,3,4,21,13,9,0.75,1.59,3.63,1,2,2,55,43,43,0,0.76,1.96,1.96,4.78,4.78,4.07,22.05,5.65,1.18,3.76,0.71,11.22,9.48,5.6,5.65,5.6,20,12,15,47,5,2,0,3,2,9,11,15,27,0,0,28,9,8,5,16,6,10,0.45,0.66,4.53,0,2,3,47,32,32,3,0.33,1.11,1.11,4.86,4.86,4.82
COL,2018,COL,COL,Team Level,all,12,0.53,0.5,0.51,44482,376.23,40.29,27.14,85.01,12.53,206.73,153.62,37.82,40.63,38.14,397,133,218,748,35,46,8,97,15,175,162,362,495,47,92,340,356,116,118,376,106,48,11.78,12.9,15.63,10,13,12,755.86,530,533.97,58,6.08,11.07,11.07,35.04,35.38,34.2,361.95,35.96,25.3,85.03,12.19,201.55,155.03,34.18,35.95,34.16,376,140,225,741,31,38,6,96,14,146,191,345,485,51,106,429,350,127,119,385,84,47,10.6,10.42,14.94,7,13,11,739.22,516,516.87,67,5.55,8.95,8.95,32.5,32.39,31.57
COL,2018,COL,COL,Team Level,5on5,12,0.55,0.51,0.51,34291,294.27,28.01,20.21,69.11,9.83,160.67,122.5,26.88,28.34,27.2,309,106,170,585,21,34,6,74,13,133,140,288,394,41,80,248,323,102,94,308,76,31,10.02,9.07,8.91,8,6,7,592.86,415,418.97,52,4.19,7.65,7.65,24.28,24.63,24.22,280.91,23.29,19.08,69.65,9.59,159.02,117.43,22.25,23.28,22.23,292,107,166,565,20,28,6,83,10,109,149,272,379,44,90,317,324,99,101,314,60,25,8.79,7.53,6.97,6,8,6,563.22,399,399.87,63,3.95,5.97,5.97,21.2,21.09,20.72
COL,2018,COL,COL,Team Level,4on5,12,0.13,0.11,0.16,3601,8.49,0.85,0.36,1.32,0.28,2.38,6.8,0.83,0.85,0.83,10,2,1,13,3,1,1,3,0,1,4,7,9,1,2,35,16,7,5,8,3,1,0.16,0.44,0.26,1,2,0,13,12,12,5,0.09,0.16,0.16,0.78,0.78,0.78,46.25,5.96,4.43,10.04,1.52,28.15,14.91,5.44,5.96,5.44,46,19,39,104,6,5,0,9,2,25,18,40,59,5,12,36,3,5,11,40,14,11,1.16,1.6,3.2,1,3,2,104,65,65,0,1.13,1.25,1.25,5.84,5.84,5.45
COL,2018,COL,COL,Team Level,5on4,12,0.84,0.79,0.75,4572,43.33,5.45,4.09,9.06,1.37,25.81,14.23,5.23,5.45,5.23,49,11,35,95,6,6,0,14,2,20,12,43,54,3,6,35,9,4,15,39,14,7,0.84,1.79,2.82,0,3,3,95,60,60,1,1.05,1.31,1.31,5.19,5.19,5.13,12.74,1.07,0.61,1.58,0.37,3.15,13.22,0.89,1.07,0.89,18,2,5,25,0,3,0,1,0,3,13,18,20,2,4,48,14,15,2,15,4,1,0.2,0.63,0.24,0,0,0,25,20,20,1,0.14,0.61,0.61,0.6,0.6,0.58
CGY,2018,CGY,CGY,Team Level,other,5,0.35,0.36,0.35,1031,9.15,1.46,0.52,1.82,0.28,4.47,4.46,1.45,1.46,1.45,11,2,3,16,2,1,0,2,0,4,4,9,11,0,0,16,5,4,4,8,2,3,0.23,0.19,1.04,0,1,1,16,13,13,2,0.14,0.29,0.29,1.31,1.31,1.3,17.35,2.71,1.44,3.46,0.61,9.82,5.97,2.42,2.71,2.42,18,6,4,28,3,4,1,4,0,9,4,15,21,2,4,10,6,2,1,13,7,4,0.51,0.83,1.38,0,2,1,28,24,24,0,0.43,1.38,1.38,1.77,1.77,1.54
CGY,2018,CGY,CGY,Team Level,all,5,0.42,0.46,0.45,19130,154.09,13.51,10.24,35.83,5.03,85.54,67.92,12.96,13.44,12.88,164,55,82,301,11,13,1,45,7,62,81,153,208,29,60,204,181,65,69,166,38,15,4.2,4.83,4.48,2,4,5,296.13,219,217.77,40,2.26,2.9,2.9,12.81,12.68,12.45,188.72,18.55,13.29,43.18,6.47,102.89,77.95,17.7,18.73,17.89,205,62,92,359,17,25,4,58,6,87,74,188,250,27,52,140,146,54,48,194,55,18,6.14,6.36,6.05,4,8,5,366.3,267,270.21,24,3,5.11,5.11,16.19,16.46,15.97
CGY,2018,CGY,CGY,Team Level,5on5,5,0.41,0.45,0.45,14153,112.6,8.35,7.21,27.35,3.69,63.55,47.92,8.13,8.27,8.05,119,40,60,219,4,7,1,38,5,43,62,115,155,25,50,141,166,51,62,126,26,7,3.22,3.39,1.74,1,1,2,214.13,159,157.77,38,1.49,1.44,1.44,8.33,8.2,8.13,139.04,11.79,9.14,33.25,4.81,75.92,58.41,11.43,11.98,11.61,149,49,68,266,7,16,2,44,5,66,60,142,191,22,42,94,129,47,41,151,38,9,4.91,4.29,2.6,3,2,2,273.31,198,201.21,22,1.88,2.71,2.71,10.7,10.98,10.76
CGY,2018,CGY,CGY,Team Level,4on5,5,0.19,0.21,0.23,2226,7.26,0.81,0.4,1.01,0.23,1.81,6.74,0.64,0.81,0.64,10,1,4,15,0,3,0,0,0,2,6,10,11,1,2,25,7,6,0,7,3,1,0.08,0.49,0.24,0,0,0,15,11,11,0,0.09,0.61,0.61,0.29,0.29,0.28,26.86,3.48,2.47,5.6,0.85,15.66,8.94,3.31,3.48,3.31,31,6,20,57,4,4,0,9,1,12,7,27,33,2,4,20,4,2,4,25,7,5,0.6,0.8,2.08,0,2,2,57,37,37,0,0.64,0.86,0.86,3.26,3.26,3.21
CGY,2018,CGY,CGY,Team Level,5on4,5,0.84,0.86,0.82,1720,25.08,2.89,2.12,5.66,0.82,15.7,8.81,2.75,2.89,2.75,24,12,15,51,5,2,0,5,2,13,9,19,31,3,8,22,3,4,3,25,7,4,0.67,0.76,1.47,1,2,2,51,36,36,0,0.54,0.56,0.56,2.88,2.88,2.74,5.46,0.56,0.24,0.88,0.2,1.49,4.63,0.55,0.56,0.55,7,1,0,8,3,1,1,1,0,0,3,4,5,1,2,16,7,3,2,5,3,0,0.13,0.44,0,1,2,0,8,8,8,2,0.06,0.16,0.16,0.46,0.46,0.46
S.J,2018,S.J,S.J,Team Level,other,20,0.51,0.56,0.58,3042,44.32,9.97,2.98,8.26,1.49,25.26,15.04,9.18,9.97,9.18,40,23,25,88,11,6,2,6,4,24,12,29,52,2,4,45,15,8,6,37,10,16,1.45,1.21,7.32,2,2,7,88,63,63,2,0.88,2.51,2.51,8.34,8.34,7.92,31.19,9.41,2.47,4.93,1.12,18.52,9.54,7.98,9.41,7.98,27,19,22,68,5,4,0,5,3,19,10,22,41,1,2,35,4,6,5,19,11,16,0.59,1.33,7.48,1,1,3,68,46,46,2,0.8,1.8,1.8,8.41,8.41,7.58
S.J,2018,S.J,S.J,Team Level,all,20,0.48,0.52,0.5,75451,602.84,58.88,43.87,141.95,20.47,338.39,252.43,55.88,58.73,55.71,604,252,400,1256,58,67,11,127,16,270,318,546,798,79,165,645,622,201,165,643,141,72,18,17.03,23.86,20,18,20,1246.77,856,850.18,82,9.86,13.93,13.93,54.81,54.57,53.02,610.55,64.2,42.94,139.08,19.93,326.79,253.06,60.64,64.87,61.28,606,240,331,1177,66,63,14,130,22,278,287,540,780,73,152,630,743,216,191,606,156,84,17.1,19.7,27.4,26,20,20,1190.44,846,855.86,92,9.58,16.57,16.63,57.15,57.72,56.29
S.J,2018,S.J,S.J,Team Level,5on5,20,0.46,0.51,0.49,59718,450.6,37.86,30.78,110.71,15.27,255.44,190.94,36.51,37.7,36.34,442,199,310,951,35,41,7,100,9,202,254,407,606,68,143,487,579,152,135,492,110,39,13.48,13.16,11.22,12,15,8,941.77,641,635.18,74,6.35,8.32,8.32,35.89,35.65,35.11,490.39,43.94,32.78,116.19,15.72,259.46,203.91,42.21,44.61,42.85,479,193,257,929,45,48,11,102,16,220,241,434,627,61,128,462,700,184,157,500,121,51,14.63,15.36,13.96,19,15,11,942.44,672,681.86,79,6.83,11.37,11.43,39.34,39.91,39.42
S.J,2018,S.J,S.J,Team Level,4on5,20,0.08,0.16,0.19,6484,14.52,0.81,0.58,1.61,0.38,3.71,16.9,0.81,0.81,0.81,21,3,4,28,2,0,0,3,0,5,14,19,22,4,8,55,25,30,6,22,1,1,0.38,0.14,0.29,1,0,1,28,24,24,4,0.14,0,0,0.95,0.95,0.94,72.18,9.54,7,15.96,2.61,44.31,23.59,9.14,9.54,9.14,81,22,47,150,14,11,3,21,3,32,22,67,89,7,14,68,13,8,20,66,23,14,1.37,2.88,5.28,4,4,6,150,103,103,2,1.79,3.41,3.41,7.92,7.92,7.81
S.J,2018,S.J,S.J,Team Level,5on4,20,0.89,0.86,0.84,6207,93.4,10.25,9.53,21.37,3.33,53.98,29.54,9.38,10.25,9.38,101,27,61,189,10,20,2,18,3,39,38,91,118,5,10,58,3,11,18,92,20,16,2.68,2.53,5.04,5,1,4,189,128,128,2,2.48,3.1,3.1,9.63,9.63,9.05,16.8,1.31,0.7,2,0.47,4.51,16.02,1.31,1.31,1.31,19,6,5,30,2,0,0,2,0,7,14,17,23,4,8,65,26,18,9,21,1,3,0.51,0.13,0.68,2,0,0,30,25,25,9,0.16,0,0,1.47,1.47,1.47
DAL,2018,DAL,DAL,Team Level,other,13,0.61,0.52,0.49,1744,18.96,3.32,1.6,3.36,0.67,10.92,6.13,2.92,3.32,2.92,18,8,13,39,3,2,0,4,0,10,7,15,23,0,0,18,4,5,5,13,7,6,0.48,0.94,1.9,0,1,2,39,26,26,2,0.45,0.56,0.56,3.21,3.21,2.83,18.82,2.09,1.61,3.64,0.74,13.3,5.61,1.8,2.09,1.8,21,6,9,36,1,2,0,2,0,12,10,20,26,3,6,14,4,3,3,21,3,3,0.81,0.38,0.9,1,0,0,36,27,27,2,0.43,0.69,0.69,1.82,1.82,1.77
DAL,2018,DAL,DAL,Team Level,all,13,0.52,0.47,0.48,49672,398.97,37.71,27.97,90.18,12.84,218.01,164.29,35.13,37.93,35.33,405,146,208,759,35,30,6,76,10,191,209,370,516,48,96,441,341,106,148,403,107,41,11.14,13.26,13.3,10,15,10,762.79,551,553.31,73,6.25,7.4,7.4,36.55,36.7,34.54,424.83,34.23,29.62,100.11,14.17,244.54,182.38,32.61,34.28,32.65,451,155,249,855,30,30,2,99,10,222,215,421,576,47,94,436,354,82,158,484,89,33,13.77,10.52,9.95,19,7,4,844.14,606,602.31,87,6.44,6.95,6.95,33.66,33.59,32.86
DAL,2018,DAL,DAL,Team Level,5on5,13,0.49,0.46,0.46,40621,312.86,27.28,20.61,73.1,9.95,166.45,132.62,26.15,27.49,26.35,319,111,175,605,23,21,3,66,7,140,173,296,407,43,86,357,314,88,124,317,85,28,9.11,10.51,7.66,7,11,5,608.79,430,432.31,64,4.31,4.81,4.98,26.6,26.76,25.94,350.49,28.02,22.91,85,11.51,197.26,153.37,26.9,28.07,26.94,373,126,207,706,27,22,2,88,8,181,173,346,472,37,74,359,335,71,133,399,73,27,11.39,8.59,8.05,17,7,3,695.14,499,495.31,78,4.73,5.25,5.62,27.06,26.99,26.52
DAL,2018,DAL,DAL,Team Level,4on5,13,0.21,0.08,0.1,3987,5.35,1,0.29,0.6,0.17,1.33,4.62,0.91,1,0.91,7,1,1,9,1,1,1,0,0,1,5,6,7,3,6,31,15,11,7,5,2,1,0.13,0.22,0.65,0,0,1,9,8,8,7,0.06,0.65,0.65,0.41,0.41,0.41,50.54,3.84,4.91,10.89,1.79,32.8,16.77,3.62,3.84,3.62,48,23,32,103,2,6,0,9,2,27,25,46,69,4,8,35,6,4,17,56,12,3,1.45,1.4,1,1,0,1,103,71,71,2,1.23,1,0.63,4.44,4.44,4.23
DAL,2018,DAL,DAL,Team Level,5on4,13,0.96,0.91,0.91,3320,61.78,6.12,5.47,13.12,2.06,39.31,20.93,5.15,6.12,5.15,61,26,19,106,8,6,2,6,3,40,24,53,79,2,4,35,8,2,12,68,13,6,1.42,1.59,3.1,3,3,2,106,87,87,0,1.43,1.38,1.21,6.33,6.33,5.37,4.98,0.28,0.19,0.59,0.14,1.18,6.63,0.28,0.28,0.28,9,0,1,10,0,0,0,0,0,2,7,9,9,3,6,28,9,4,5,8,1,0,0.13,0.16,0,0,0,0,10,9,9,5,0.04,0,0,0.33,0.33,0.33
WSH,2018,WSH,WSH,Team Level,other,7,0.66,0.56,0.65,850,10.66,4.17,0.61,1.38,0.33,5.27,3.24,3.91,4.17,3.91,8,7,0,15,1,2,0,1,1,8,2,7,14,1,2,8,10,3,3,4,5,6,0.14,0.61,3.42,0,0,1,15,15,15,2,0.19,0.72,0.72,3.65,3.65,3.6,5.44,2.19,0.32,0.73,0.17,2.89,1.71,1.92,2.19,1.92,5,3,4,12,1,0,0,0,1,3,3,4,7,0,0,6,6,3,1,4,0,4,0.16,0,2.03,0,0,1,12,8,8,0,0.12,0,0,2.31,2.31,2.01
WSH,2018,WSH,WSH,Team Level,all,7,0.5,0.45,0.46,27173,203.54,21.53,13.76,44.62,6.7,108.29,89.09,20.19,21.57,20.23,190,94,87,371,20,17,4,22,6,99,120,170,264,27,57,220,272,65,84,198,64,22,5.59,7.62,8.32,6,11,3,375.04,284,285,51,3.15,3.77,3.83,20.86,20.88,20.36,243.01,21.79,15.57,59.49,7.93,135.01,99.2,20.96,21.83,20.99,234,105,116,455,21,15,3,68,4,110,121,213,318,27,63,230,275,63,63,260,57,22,6.8,7.38,7.61,7,9,5,451.46,339,337.84,39,3.41,2.92,2.92,22.29,22.32,21.68
WSH,2018,WSH,WSH,Team Level,5on5,7,0.42,0.41,0.41,21231,138.48,11.75,8.81,31.91,4.51,72.95,62.08,11.16,11.79,11.2,137,55,66,258,13,9,1,18,4,56,92,124,179,25,53,166,243,42,67,141,42,9,3.96,5.12,2.68,5,8,0,262.04,192,193,45,1.82,2.11,2.17,11.41,11.43,11.33,201.92,16.39,12.53,50.85,6.65,110.42,84.17,15.86,16.43,15.89,194,87,95,376,16,13,2,59,3,90,100,178,265,26,61,181,259,50,46,216,49,16,5.65,6.4,4.34,6,7,3,372.46,281,279.84,31,2.6,2.56,2.56,16.43,16.46,16.17
WSH,2018,WSH,WSH,Team Level,4on5,7,0.03,0.14,0.17,2509,5.47,0.09,0.13,0.62,0.16,1.31,6.69,0.09,0.09,0.09,6,3,1,10,0,0,0,0,0,3,6,6,9,0,0,24,14,11,4,9,0,0,0.09,0,0,0,0,0,10,9,9,3,0.03,0,0,0.12,0.12,0.12,31.07,2.89,2.54,7.14,0.97,20.22,10.24,2.85,2.89,2.85,33,11,17,61,3,1,0,9,0,17,14,30,41,1,2,26,5,6,9,35,7,2,0.84,0.81,1.24,1,1,1,61,44,44,2,0.65,0.19,0.19,3.34,3.34,3.3
WSH,2018,WSH,WSH,Team Level,5on4,7,0.94,0.94,0.92,2583,48.93,5.52,4.21,10.72,1.71,28.76,17.08,5.03,5.52,5.03,39,29,20,88,6,6,3,3,1,32,20,33,62,1,2,22,5,9,10,44,17,7,1.41,1.88,2.23,1,3,2,88,68,68,1,1.1,0.94,0.94,5.68,5.68,5.31,4.58,0.33,0.19,0.77,0.14,1.48,3.08,0.33,0.33,0.33,2,4,0,6,1,1,1,0,0,0,4,1,5,0,0,17,5,4,7,5,1,0,0.16,0.17,0,0,1,0,6,6,6,6,0.05,0.17,0.17,0.2,0.2,0.2
T.B,2018,T.B,T.B,Team Level,other,4,0.48,0.62,0.57,432,6.03,1.66,0.46,0.86,0.18,3.52,1.31,1.44,1.66,1.44,7,1,5,13,0,0,0,1,0,6,1,7,8,0,0,2,1,1,0,2,3,3,0.12,0.42,1.12,0,0,0,13,8,8,0,0.17,0,0,1.83,1.83,1.59,4.26,1.81,0.33,0.65,0.14,1.76,1.32,1.81,1.81,1.81,6,0,2,8,4,0,0,1,0,0,1,2,2,0,0,8,5,0,0,3,1,2,0.08,0.16,1.56,1,1,2,8,6,6,0,0.08,0,0,1.89,1.89,1.89
T.B,2018,T.B,T.B,Team Level,all,4,0.44,0.53,0.52,14400,108.84,9.8,7.13,25.1,3.57,60.29,46.11,9.47,9.72,9.39,117,35,62,214,8,5,2,33,4,39,63,109,144,15,36,113,144,21,36,114,30,8,3.4,3.85,2.55,3,2,3,208.61,152,147.91,19,1.58,0.79,0.79,10.58,10.48,10.16,101.09,12.44,6.47,23.25,3.18,52.77,39.9,12.31,12.6,12.46,108,30,49,187,19,6,3,23,6,35,49,89,119,9,23,112,117,30,18,101,19,18,3.15,2.06,7.23,9,2,8,191.84,138,141.8,9,1.46,1.93,1.93,11.98,12.13,12.07
