team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2018,PIT,PIT,Team Level,other,4,0.19,0.42,0.37,1041,7.36,0.66,0.5,1.4,0.24,4.7,2.5,0.64,0.66,0.64,8,2,4,14,1,0,0,1,0,2,6,7,9,0,0,5,4,2,4,6,4,0,0.26,0.4,0,1,0,0,14,10,10,1,0.16,0,0,0.82,0.82,0.79,11.23,2.8,0.8,1.69,0.34,5.77,5.6,2.78,2.8,2.78,14,3,2,19,2,1,0,2,2,5,5,12,15,1,2,16,5,0,5,10,3,4,0.32,0.36,2.12,0,0,2,19,17,17,4,0.22,0,0,3.02,3.02,2.99
PIT,2018,PIT,PIT,Team Level,all,4,0.43,0.54,0.53,14679,138.3,12.17,9.49,30.93,4.55,80.45,61.43,11.79,12.11,11.73,136,63,78,277,6,6,0,25,7,75,80,130,193,18,36,112,171,22,74,151,40,8,4.45,4.61,3.11,3,2,1,271.26,199,195.27,34,2.08,0.77,0.77,13.48,13.42,13.04,125.62,15.85,9.35,25.17,4.14,67.62,55.87,14.62,15.97,14.75,129,49,58,236,14,6,2,25,6,57,70,115,164,17,34,120,180,27,60,115,45,18,3.56,5.25,7.04,4,4,6,242.04,178,182.38,38,2.09,1.07,1.07,16.87,17,15.81
PIT,2018,PIT,PIT,Team Level,5on5,4,0.47,0.56,0.56,11391,114.27,8.01,7.64,26.86,3.8,66.22,52.47,7.88,7.96,7.83,112,53,58,223,4,6,0,23,6,63,63,108,161,16,32,91,152,18,53,134,28,3,3.97,3.35,0.68,2,2,0,217.26,165,161.27,25,1.57,0.77,0.77,8.81,8.75,8.63,92.63,8.91,6.67,20.21,3.15,51.18,39.87,8.65,9.04,8.77,89,41,47,177,10,5,2,19,3,36,57,79,120,13,26,85,172,24,46,87,35,8,2.95,3.95,2.01,4,3,3,183.04,130,134.38,28,1.38,1.07,1.07,9.23,9.36,9.17
PIT,2018,PIT,PIT,Team Level,4on5,4,0.06,0.08,0.11,1110,2,0.25,0.17,0.17,0.06,0.53,1.83,0.25,0.25,0.25,3,0,0,3,0,0,0,0,0,0,3,3,3,2,4,9,13,2,9,1,2,0,0,0.24,0,0,0,0,3,3,3,8,0.04,0,0,0.28,0.28,0.28,17.84,4.06,1.76,2.92,0.54,9.78,4.94,3.12,4.06,3.12,19,5,9,33,2,0,0,3,1,15,3,17,22,3,6,10,1,3,4,11,7,6,0.22,0.93,2.91,0,1,1,33,24,24,1,0.46,0,0,4.52,4.52,3.55
PIT,2018,PIT,PIT,Team Level,5on4,4,0.98,0.84,0.75,1137,14.66,3.25,1.19,2.49,0.45,9,4.62,3.02,3.25,3.02,13,8,16,37,1,0,0,1,1,10,8,12,20,0,0,7,2,0,8,10,6,5,0.22,0.61,2.43,0,0,1,37,21,21,0,0.32,0,0,3.57,3.57,3.34,3.91,0.07,0.12,0.35,0.11,0.89,5.47,0.07,0.07,0.07,7,0,0,7,0,0,0,1,0,1,5,7,7,0,0,9,2,0,5,7,0,0,0.07,0,0,0,0,0,7,7,7,5,0.03,0,0,0.1,0.1,0.1
TOR,2018,TOR,TOR,Team Level,other,7,0.17,0.29,0.27,860,6.26,1.46,0.52,1.17,0.23,3.97,1.65,1.45,1.46,1.45,7,2,3,12,1,0,0,2,0,4,2,6,8,0,0,9,2,2,3,5,2,2,0.21,0.29,0.96,0,0,1,12,9,9,3,0.14,0,0,1.6,1.6,1.59,16.28,7.06,0.97,1.79,0.45,7.84,4.95,6.37,7.06,6.37,15,9,5,29,5,1,0,0,4,4,10,10,19,0,0,7,2,2,3,11,4,9,0.44,0.44,6.18,1,0,4,29,24,24,2,0.26,0.11,0.11,7.14,7.14,6.45
TOR,2018,TOR,TOR,Team Level,all,7,0.4,0.5,0.49,25200,227.44,18.17,15.68,54.26,7.73,134.59,92.57,17.63,18.01,17.46,224,99,103,426,17,13,3,67,6,114,106,207,306,16,35,196,249,76,88,259,50,14,7.49,6.29,4.39,10,4,3,415.94,323,317.66,58,3.35,2.84,2.89,18.64,18.4,18.11,237.39,26.94,15.26,53.57,7.76,131.14,103.38,25.69,27.13,25.88,248,91,83,422,23,15,4,42,12,100,147,225,316,16,30,214,232,45,88,253,60,26,7.24,7.21,12.5,4,7,12,432.4,339,345.18,46,3.33,3.94,3.94,26.27,26.51,25.34
TOR,2018,TOR,TOR,Team Level,5on5,7,0.51,0.51,0.5,21189,192.18,14.94,12.59,47.54,6.54,111.28,78.11,14.43,14.78,14.27,190,81,88,359,13,13,3,59,5,91,90,177,258,15,33,163,240,67,78,219,40,12,6.57,4.94,3.43,10,1,2,348.94,271,265.66,51,2.59,2.84,2.89,14.65,14.41,14.17,193.04,14.38,12.05,46.81,6.47,107.26,88.03,14,14.57,14.2,198,77,72,347,11,11,1,38,8,85,122,187,264,14,28,175,220,37,75,219,48,8,6.27,5.84,2.27,3,6,2,357.4,275,281.18,41,2.47,1.94,1.94,14.91,15.15,14.86
TOR,2018,TOR,TOR,Team Level,4on5,7,0.09,0.16,0.16,1537,4.84,0.52,0.23,0.66,0.13,1.4,4.05,0.52,0.52,0.52,4,3,1,8,0,0,0,0,0,2,5,4,7,0,0,8,4,6,3,5,2,0,0.16,0.37,0,0,0,0,8,7,7,3,0.05,0,0,0.58,0.58,0.58,27.48,5.5,2.22,4.95,0.83,16.02,8.48,5.31,5.5,5.31,33,5,4,42,7,3,3,4,0,11,13,26,31,1,0,19,2,1,7,21,8,9,0.52,0.93,4.05,0,1,6,42,38,38,0,0.6,1.88,1.88,4.21,4.21,4.03
TOR,2018,TOR,TOR,Team Level,5on4,7,1,0.92,0.95,1614,24.15,1.24,2.33,4.88,0.83,17.94,8.78,1.21,1.24,1.21,23,13,11,47,3,0,0,6,1,17,9,20,33,1,2,16,3,1,4,30,6,0,0.55,0.69,0,0,3,0,47,36,36,1,0.57,0,0,1.81,1.81,1.77,0.6,0,0.02,0.02,0.02,0.02,1.92,0,0,0,2,0,2,4,0,0,0,0,0,0,2,2,2,1,2,13,8,5,3,2,0,0,0,0,0,0,0,0,4,2,2,3,0.01,0,0,0.01,0.01,0.01
CBJ,2018,CBJ,CBJ,Team Level,other,10,0.67,0.49,0.58,1062,11.18,3.82,0.88,1.82,0.37,4.94,3.18,3.79,3.82,3.79,12,3,7,22,5,1,0,3,0,2,4,7,10,0,0,15,8,1,3,5,4,6,0.13,0.52,3.18,1,2,2,22,15,15,2,0.25,0.76,0.76,3.31,3.31,3.29,7.86,1.89,0.6,1.15,0.24,5.13,1.99,1.66,1.89,1.66,10,1,12,23,0,0,0,1,0,8,2,10,11,0,0,11,2,1,2,4,4,3,0.2,0.56,1.12,0,0,0,23,11,11,1,0.21,0,0,2.1,2.1,1.86
CBJ,2018,CBJ,CBJ,Team Level,all,10,0.54,0.47,0.48,37737,301.09,30.73,19.98,69.34,9.79,159.36,129.8,29.88,30.73,29.87,320,99,133,552,30,21,5,72,18,116,162,290,389,26,59,293,374,89,72,310,72,37,8.89,8.53,13.31,13,5,12,550.97,419,418.73,26,4.43,5.74,5.74,29.43,29.43,28.98,319.28,25.79,20.28,75.8,10.84,175.5,137.8,25.15,25.98,25.33,331,115,169,615,25,18,5,85,8,131,180,306,421,36,76,326,321,57,76,343,85,18,9.39,10.43,5.97,11,6,8,616.37,446,447.99,33,4.4,3.1,3.1,27.09,27.26,26.67
CBJ,2018,CBJ,CBJ,Team Level,5on5,10,0.5,0.46,0.47,30983,234.78,18.58,14.74,56.73,7.8,124.56,104.59,18.16,18.57,18.15,247,80,104,431,17,16,3,56,17,90,131,230,310,25,55,218,344,76,57,252,57,18,7.04,6.67,4.86,9,3,5,429.97,327,326.73,24,3.04,3.41,3.41,18.21,18.21,18.01,266.32,18.22,16.4,66.4,9.18,146.31,115.5,17.91,18.41,18.1,275,97,137,509,19,14,4,72,6,104,158,256,353,32,70,263,312,49,62,299,64,9,8.15,7.78,2.3,9,6,4,510.37,372,373.99,30,3.36,2.03,2.03,19.54,19.72,19.48
CBJ,2018,CBJ,CBJ,Team Level,4on5,10,0.15,0.18,0.21,2508,7.8,0.76,0.42,0.85,0.2,2.04,7.72,0.76,0.76,0.76,10,2,2,14,1,0,0,2,0,0,9,9,11,0,0,22,14,8,2,7,5,0,0.09,0.68,0,1,0,0,14,12,12,0,0.09,0,0,0.86,0.86,0.85,32.41,4.31,2.69,6.67,1.08,20.64,10.61,4.22,4.31,4.22,33,13,19,65,4,3,1,10,1,17,11,29,42,3,4,30,1,1,10,28,14,4,0.67,1.61,2.03,1,0,3,65,46,46,0,0.7,1.01,1.01,4,4,3.89
CBJ,2018,CBJ,CBJ,Team Level,5on4,10,0.85,0.83,0.79,3184,47.33,7.58,3.93,9.95,1.41,27.82,14.31,7.18,7.58,7.18,51,14,20,85,7,4,2,11,1,24,18,44,58,1,4,38,8,4,10,46,6,13,1.63,0.66,5.28,2,0,5,85,65,65,0,1.06,1.57,1.57,7.06,7.06,6.82,12.68,1.38,0.59,1.58,0.34,3.42,9.7,1.36,1.38,1.36,13,4,1,18,2,1,0,2,1,2,9,11,15,1,2,22,6,6,2,12,3,2,0.38,0.48,0.52,1,0,1,18,17,17,2,0.13,0.06,0.06,1.45,1.45,1.44
CAR,2018,CAR,CAR,Team Level,other,15,0.41,0.52,0.5,1802,18.98,4.55,1.3,3.42,0.66,11.41,5.67,4.24,4.55,4.24,14,13,7,34,3,0,0,4,1,12,7,11,24,0,0,25,8,9,5,16,5,6,0.59,0.49,3.47,0,0,3,34,27,27,2,0.4,0,0,4.95,4.95,4.61,17.93,6.52,1.21,2.34,0.62,10.49,5.81,6.21,6.52,6.21,13,14,5,32,2,2,0,2,4,14,3,11,25,2,4,19,12,6,6,10,7,10,0.4,0.85,5.27,0,0,2,32,27,27,4,0.36,0.72,0.72,6.16,6.16,6.06
CAR,2018,CAR,CAR,Team Level,all,15,0.48,0.53,0.53,56217,476.69,43.42,31.58,114.28,15.87,268.2,198.72,41.57,43.32,41.47,457,216,238,911,39,30,6,118,10,232,244,418,634,57,123,444,521,146,157,505,126,42,13.91,15.1,14.42,12,14,13,901.81,673,668.89,87,6.97,5.8,5.8,44.53,44.44,43.23,424.23,46.85,29.22,94.49,14.92,228.62,180.9,44.54,47.11,44.8,413,182,201,796,42,42,7,70,22,194,225,371,553,56,117,463,523,136,190,406,142,47,11.81,16.97,18.07,12,16,14,804.74,595,599.84,97,6.64,9,9.06,44.43,44.64,43.76
CAR,2018,CAR,CAR,Team Level,5on5,15,0.53,0.55,0.56,44349,378.94,30.76,23.71,93.23,12.63,211.25,161.48,29.84,30.66,29.74,357,177,194,728,30,21,4,95,8,184,196,327,504,53,115,341,488,109,121,407,99,28,11.49,11.93,7.35,11,12,7,718.81,534,529.89,71,4.89,4.06,4.06,31.53,31.44,30.88,304,27.61,19.71,70.58,10.38,162.48,133.24,26.56,27.88,26.82,305,119,160,584,24,26,2,56,15,125,178,281,400,48,99,348,472,93,149,297,105,22,8.74,12.56,6.31,10,10,4,592.74,424,428.84,86,4.08,5.36,5.41,26.28,26.49,26.21
CAR,2018,CAR,CAR,Team Level,4on5,15,0.05,0.08,0.11,5080,9.9,0.68,0.42,1.46,0.29,2.91,9.24,0.68,0.68,0.68,8,7,0,15,1,1,1,0,0,1,12,7,14,0,0,36,16,12,11,12,3,0,0.3,0.38,0,0,1,0,15,15,15,10,0.1,0.17,0.17,0.61,0.61,0.61,91.61,12.31,7.91,20.21,3.61,52.94,30.02,11.37,12.31,11.37,82,45,35,162,16,14,5,10,3,52,32,66,111,5,12,47,9,18,29,83,29,15,2.39,3.43,6.49,2,6,8,162,127,127,3,2.11,2.93,2.93,11.5,11.5,11
CAR,2018,CAR,CAR,Team Level,5on4,15,0.95,0.88,0.85,4986,68.87,7.43,6.15,16.17,2.29,42.63,22.34,6.81,7.43,6.81,78,19,37,134,5,8,1,19,1,35,29,73,92,4,8,42,9,16,20,70,19,8,1.53,2.31,3.6,1,1,3,134,97,97,4,1.58,1.57,1.57,7.44,7.44,7.15,10.69,0.41,0.38,1.36,0.31,2.71,11.82,0.4,0.41,0.4,13,4,1,18,0,0,0,2,0,3,12,13,17,1,2,49,30,19,6,16,1,0,0.27,0.14,0,0,0,0,18,17,17,4,0.09,0,0,0.5,0.5,0.49
STL,2018,STL,STL,Team Level,other,26,0.4,0.43,0.39,4797,30.22,7.53,2.21,5.16,1.07,18.41,10.6,6.93,7.53,6.93,29,16,26,71,6,2,0,1,2,20,14,23,39,4,8,44,10,7,4,26,7,12,0.94,0.93,5.66,3,0,3,71,45,45,4,0.68,0.79,0.79,7.42,7.42,6.97,52,11.48,3.73,10.31,1.74,28.01,15.72,10.62,11.48,10.62,52,19,22,93,14,8,3,10,2,26,11,38,57,2,4,49,17,6,6,38,14,19,1.39,1.67,8.43,1,3,10,93,71,71,2,1.12,2.45,2.56,10.04,10.04,9.58
STL,2018,STL,STL,Team Level,all,26,0.47,0.51,0.51,96066,763.93,65.62,52.79,178.55,25.32,430.05,325.73,62.99,66.13,63.47,781,298,391,1470,75,59,14,162,12,383,388,706,1004,81,164,810,819,246,264,847,168,64,23.82,20.69,21.12,40,16,19,1473.94,1079,1083.4,151,11.62,12.91,12.97,64.22,64.64,63.24,753.12,73.5,51.24,177.18,24.85,414.01,316.23,70.63,73.8,70.9,750,307,353,1410,70,64,15,184,15,339,385,680,987,94,192,809,744,215,230,805,170,82,23.31,21.07,29.13,18,24,28,1405.96,1057,1055.71,133,11.45,15.12,15.12,69.82,69.96,68.26
STL,2018,STL,STL,Team Level,5on5,26,0.48,0.51,0.5,78200,605.54,45.44,39.28,146.47,19.93,337.62,261.33,44.2,45.94,44.68,621,230,318,1169,57,38,11,137,7,299,313,564,794,66,134,633,771,209,233,685,131,35,19.69,16.46,9.28,31,14,12,1172.94,851,855.4,133,8.11,7.63,7.69,45.79,46.21,45.71,597.21,48.94,39.15,145.94,19.49,327.01,255.48,47.41,49.24,47.68,595,241,302,1138,40,44,7,163,8,261,320,555,796,83,170,650,694,179,200,651,137,48,18.53,16.86,13.55,13,18,9,1133.96,836,834.71,120,8.14,9.66,9.75,47.33,47.46,46.59
STL,2018,STL,STL,Team Level,4on5,26,0.08,0.15,0.17,5874,15.88,0.99,0.59,1.81,0.48,4.04,18.09,0.98,0.99,0.98,20,6,0,26,0,1,0,0,0,5,20,20,26,5,10,50,29,14,11,23,2,1,0.45,0.25,0.29,0,0,0,26,26,26,11,0.14,0.29,0.29,0.84,0.84,0.84,87.71,11.16,7.59,18.87,3.15,54.71,29.52,10.78,11.16,10.78,79,46,27,152,13,10,3,7,5,49,41,66,112,5,10,51,6,8,12,96,17,12,2.92,2.32,5.93,4,3,6,152,125,125,0,2,2.09,1.88,11.29,11.29,10.92
STL,2018,STL,STL,Team Level,5on4,26,0.86,0.88,0.86,7195,112.29,11.67,10.7,25.1,3.85,69.98,35.7,10.88,11.67,10.88,111,46,47,204,12,18,3,24,3,59,41,99,145,6,12,83,9,16,16,113,28,16,2.74,3.04,5.89,6,2,4,204,157,157,3,2.7,4.2,4.2,10.16,10.16,9.72,16.21,1.92,0.77,2.06,0.47,4.27,15.5,1.81,1.92,1.81,24,1,2,27,3,2,2,4,0,3,13,21,22,4,8,59,27,22,12,20,2,3,0.48,0.23,1.21,0,0,3,27,25,25,11,0.18,0.92,0.92,1.17,1.17,1.17
VGK,2018,VGK,VGK,Team Level,other,7,0.58,0.41,0.4,1127,8.16,2.76,0.57,1.17,0.27,4.64,2.59,2.55,2.76,2.55,7,5,6,18,1,1,0,2,2,2,4,6,11,1,2,10,1,2,1,5,2,5,0.21,0.27,2.28,0,1,0,18,12,12,1,0.19,0.43,0.43,2.52,2.52,2.43,12.36,1.98,0.83,2.37,0.42,7.32,5.07,1.92,1.98,1.92,14,4,8,26,5,0,0,3,1,7,2,9,13,1,2,20,4,3,4,13,3,2,0.6,0.38,1,2,1,2,26,18,18,1,0.23,0,0,2.2,2.2,2.13
