team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2020,BOS,BOS,Team Level,all,11,0.53,0.54,0.55,42572,415.16,36.28,28.4,95.4,13.45,234.12,171.36,34.77,36.42,34.9,394,185,181,760,33,36,4,85,17,203,205,361,546,45,96,349,412,90,101,438,110,31,12.14,13.38,10.76,14,13,6,762.23,579,581.34,48,6.16,9.19,9.19,33.23,33.32,32.58,339.68,32.55,23.29,77.56,10.97,188.61,137.02,31.9,32.43,31.78,341,129,165,635,32,16,4,81,7,158,176,309,438,42,90,318,449,83,106,356,84,30,10.05,10.08,12.42,4,11,17,631.55,470,467.59,59,5.12,2.99,2.99,34.68,34.51,34.07
BOS,2020,BOS,BOS,Team Level,5on5,11,0.57,0.54,0.55,34474,329.54,25.94,21.99,79.29,10.66,186.4,135.72,25.13,26.08,25.27,308,152,147,607,21,30,2,71,14,158,166,287,439,41,88,273,384,71,89,357,83,20,10.01,10.34,5.59,9,11,1,609.23,460,462.34,45,4.52,6.4,6.4,24.05,24.14,23.86,268.86,19.3,17.62,64.03,8.7,151.03,113.33,18.94,19.18,18.83,267,107,138,512,19,11,4,68,4,124,148,248,355,37,80,249,413,65,86,300,63,11,8.62,7.38,3.29,4,10,5,508.55,374,371.59,53,3.63,2.15,2.15,20.78,20.61,20.41
BOS,2020,BOS,BOS,Team Level,4on5,11,0.12,0.18,0.21,3717,13.96,1.29,0.73,1.93,0.45,4.43,10.17,1.26,1.29,1.26,16,3,2,21,0,1,0,3,0,7,8,16,19,0,0,33,21,13,4,13,5,1,0.39,0.61,0.29,0,0,0,21,19,19,2,0.17,0.07,0.07,1.38,1.38,1.36,52.43,9.45,4.69,10.43,1.71,29.54,15.18,9.16,9.45,9.16,53,18,24,95,9,5,0,12,3,24,18,44,62,1,2,36,11,4,8,42,14,15,1.04,1.77,6.64,0,1,8,95,71,71,0,1.25,0.85,0.85,9.85,9.85,9.62
BOS,2020,BOS,BOS,Team Level,5on4,11,0.96,0.92,0.91,2915,52.46,6.34,4.47,10.22,1.71,33.21,17.05,5.89,6.34,5.89,50,23,24,97,11,4,2,8,1,29,20,39,62,1,2,25,2,4,6,54,13,6,1.35,1.49,3.51,5,2,4,97,73,73,0,1.13,2.39,2.39,5.08,5.08,4.82,5.44,0.27,0.22,0.88,0.18,1.62,3.83,0.27,0.27,0.27,7,0,2,9,0,0,0,0,0,2,5,7,7,2,4,22,19,10,8,6,1,0,0.1,0.16,0,0,0,0,9,7,7,5,0.05,0,0,0.32,0.32,0.32
PIT,2020,PIT,PIT,Team Level,other,6,0.15,0.33,0.33,847,4.21,0.19,0.24,1.09,0.12,2.3,2.07,0.18,0.19,0.18,4,2,3,9,0,0,0,0,0,3,3,4,6,2,4,5,7,0,1,6,0,0,0.19,0,0,0,0,0,9,6,6,1,0.06,0,0,0.25,0.25,0.25,8.23,1.04,0.68,1.35,0.25,5.38,3.3,1.04,1.04,1.04,8,4,6,18,1,0,0,1,0,2,8,7,11,0,0,8,2,0,3,9,2,1,0.45,0.18,0.41,1,0,0,18,12,12,1,0.17,0,0,1.21,1.21,1.21
PIT,2020,PIT,PIT,Team Level,all,6,0.54,0.57,0.57,23841,221.92,15.59,14.28,54.35,7.1,127.86,94.82,15.38,15.64,15.44,231,83,97,411,16,11,1,45,12,96,134,215,298,22,48,164,224,39,48,263,41,10,7.15,5.03,3.4,7,4,5,413.04,314,316.84,30,2.98,1.61,1.61,16.96,17,16.86,168.95,13.48,11.95,41.04,5.55,94.44,68.54,13.11,13.36,13.01,188,47,69,304,21,19,4,35,0,57,103,167,214,21,42,181,272,23,43,187,35,13,5.41,4.15,3.92,12,6,3,301.76,235,232.52,20,2.56,3.52,3.52,12.52,12.49,12.31
PIT,2020,PIT,PIT,Team Level,5on5,6,0.54,0.59,0.58,20415,201.7,12.62,12.71,50.4,6.48,116.62,86.18,12.44,12.67,12.49,208,77,85,370,12,9,1,45,11,87,121,196,273,19,42,137,205,37,45,241,38,6,6.43,4.67,1.51,6,4,2,372.04,285,287.84,28,2.58,1.27,1.27,13.93,13.98,13.84,145.63,10.83,9.67,36.83,4.86,80.98,59.84,10.48,10.71,10.37,164,39,54,257,18,18,4,33,0,50,84,146,185,21,42,154,258,20,36,166,27,10,4.63,3.17,3.02,11,5,2,254.76,203,200.52,19,1.97,3.49,3.49,9.3,9.28,9.12
PIT,2020,PIT,PIT,Team Level,4on5,6,0.28,0.22,0.26,1445,4.35,0.52,0.24,0.62,0.13,1.46,3.03,0.52,0.52,0.52,5,1,1,7,1,0,0,0,1,1,3,4,5,0,0,16,9,2,1,4,1,1,0.08,0.13,0.32,0,0,1,7,6,6,1,0.06,0,0,0.58,0.58,0.58,13.05,1.31,1.44,2.56,0.37,7.31,4.01,1.29,1.31,1.29,13,4,8,25,2,1,0,1,0,5,8,11,15,0,0,11,2,1,4,10,6,1,0.31,0.79,0.2,0,1,1,25,17,17,0,0.39,0.03,0.03,1.67,1.67,1.65
PIT,2020,PIT,PIT,Team Level,5on4,6,0.88,0.86,0.85,1134,11.66,2.26,1.1,2.25,0.37,7.48,3.54,2.24,2.26,2.24,14,3,8,25,3,2,0,0,0,5,7,11,14,1,2,6,3,0,1,12,2,3,0.46,0.23,1.57,1,0,2,25,17,17,0,0.28,0.34,0.34,2.2,2.2,2.19,2.05,0.3,0.16,0.3,0.08,0.77,1.39,0.3,0.3,0.3,3,0,1,4,0,0,0,0,0,0,3,3,3,0,0,8,10,2,0,2,0,1,0.02,0,0.28,0,0,0,4,3,3,0,0.04,0,0,0.33,0.33,0.33
VGK,2020,VGK,VGK,Team Level,other,19,0.51,0.44,0.41,1996,15.88,5.74,1.13,2.25,0.58,9.09,5.21,5.63,5.74,5.63,15,9,15,39,4,0,0,1,1,12,6,11,20,0,0,20,16,9,5,9,5,10,0.41,0.54,4.79,0,0,4,39,24,24,2,0.3,0,0,6.04,6.04,5.92,25.66,5.44,1.92,4.44,0.8,13.07,8.32,4.47,5.44,4.47,28,6,16,50,2,4,0,5,0,15,8,26,32,1,2,17,15,6,3,17,10,7,0.63,1.11,3.7,0,0,2,50,34,34,3,0.58,1.53,1.53,4.49,4.49,3.68
VGK,2020,VGK,VGK,Team Level,all,19,0.53,0.55,0.57,69727,625.42,55.58,43.26,151.87,21.08,350.35,252.86,53.48,55.44,53.39,610,265,349,1224,53,39,5,136,19,331,297,557,822,48,112,586,729,185,196,662,162,51,18.16,20.16,17.26,18,19,16,1216.54,875,870.09,114,9.31,7.71,7.71,57.18,57.09,55.66,487.66,49.77,33.81,111.81,16.1,262.72,193.78,47.41,50.29,47.89,502,166,341,1009,46,38,6,89,8,239,248,456,622,52,107,509,795,170,159,474,137,57,13.3,17.29,19.19,19,14,13,1014.43,668,673.03,105,7.44,9.79,9.79,47.42,47.73,46.11
VGK,2020,VGK,VGK,Team Level,5on5,19,0.54,0.55,0.57,59239,522.26,42.48,34.6,130.73,17.47,288.69,212.02,40.91,42.35,40.82,505,221,285,1011,44,35,5,119,14,259,255,461,682,47,110,486,690,160,172,557,134,35,15.47,16.79,10.22,18,16,10,1003.54,726,721.09,103,7.17,7.15,7.5,42.15,42.06,41.27,400.67,35.6,26.79,95.51,13.29,216.19,162.63,34.59,36.12,35.07,412,138,291,841,33,28,5,78,8,191,212,379,517,49,101,429,747,144,146,403,107,40,10.82,13.65,11.12,15,13,5,846.43,550,555.03,99,5.58,6.45,6.45,34.72,35.03,34.44
VGK,2020,VGK,VGK,Team Level,4on5,19,0.14,0.17,0.23,3754,13.8,1.22,0.9,2.19,0.55,5.58,10.58,1.21,1.22,1.21,18,3,0,21,1,0,0,0,1,5,14,17,20,0,0,33,18,8,9,16,4,1,0.32,0.59,0.31,0,0,1,21,21,21,9,0.21,0,0,1.42,1.42,1.42,51.21,7.76,4.55,10.52,1.72,30.48,15.98,7.39,7.76,7.39,50,21,34,105,11,6,1,6,0,29,19,39,60,1,2,30,10,2,8,45,17,9,1.59,2.13,4.04,4,1,6,105,71,71,1,1.15,1.82,1.82,7.1,7.1,6.91
VGK,2020,VGK,VGK,Team Level,5on4,19,0.86,0.92,0.89,4738,73.49,6.15,6.63,16.71,2.48,46.99,25.06,5.73,6.15,5.73,72,32,49,153,4,4,0,16,3,55,22,68,100,1,2,47,5,8,10,80,19,5,1.96,2.25,1.94,0,3,1,153,104,104,0,1.63,0.56,0.21,7.56,7.56,7.05,10.12,0.97,0.56,1.34,0.28,2.98,6.87,0.96,0.97,0.96,12,1,0,13,0,0,0,0,0,4,9,12,13,1,2,33,23,18,2,9,3,1,0.26,0.4,0.32,0,0,0,13,13,13,2,0.13,0,0,1.1,1.1,1.08
MIN,2020,MIN,MIN,Team Level,other,7,0.22,0.43,0.48,866,7.29,0.99,0.55,1.4,0.21,4.24,2.6,0.8,0.99,0.8,8,2,3,13,1,0,0,2,0,4,3,7,9,0,0,5,7,0,0,7,2,1,0.32,0.18,0.49,0,0,1,13,10,10,0,0.15,0,0,1.14,1.14,0.95,7.27,3.44,0.5,0.89,0.26,3.7,2.22,3.38,3.44,3.38,7,4,6,17,3,0,0,1,0,4,3,4,8,0,0,8,7,6,4,4,1,6,0.24,0.09,3.12,0,0,3,17,11,11,1,0.13,0,0,3.57,3.57,3.5
MIN,2020,MIN,MIN,Team Level,all,7,0.43,0.42,0.41,25400,172.58,15.65,11.63,39.91,5.55,92.87,69.4,14.84,15.76,14.93,174,61,114,349,13,9,2,32,2,91,88,161,222,20,43,175,305,67,41,177,39,19,5.08,4.68,5.88,5,5,3,346.81,235,234.4,16,2.54,1.91,1.91,16.28,16.28,15.69,237.64,20.53,16.84,57.18,7.82,135.56,95.08,19.85,20.47,19.79,225,108,140,473,20,11,2,54,8,134,106,205,313,15,35,238,296,68,52,257,59,17,6.86,7.11,6.56,5,8,7,470.9,333,331.44,25,3.62,2.24,2.24,21.91,21.83,21.15
MIN,2020,MIN,MIN,Team Level,5on5,7,0.47,0.45,0.43,21804,150.36,12.89,9.68,35.34,4.84,80.52,61.73,12.38,13.01,12.47,149,56,99,304,10,7,2,28,2,77,81,139,195,20,43,149,284,57,36,154,36,15,4.35,4.36,4.17,4,5,1,301.81,205,204.4,16,2.02,1.51,1.51,13.4,13.41,13.03,193.27,14.46,12.89,48.01,6.26,107.85,78.53,14.18,14.4,14.13,180,88,110,378,14,10,2,46,7,97,94,166,254,15,35,191,282,56,48,212,46,10,5.69,5.64,3.13,5,6,3,375.9,268,266.44,24,2.66,2.21,2.21,14.9,14.82,14.64
MIN,2020,MIN,MIN,Team Level,4on5,7,0.01,0.01,0.02,1708,0.66,0.01,0.03,0.08,0.02,0.22,0.65,0.01,0.01,0.01,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,9,7,10,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.01,0,0,0.02,0.02,0.02,33.06,2.04,3.19,7.7,1.14,22.47,11.45,1.7,2.04,1.7,33,15,24,72,2,1,0,7,1,31,6,31,46,0,0,27,2,2,0,38,10,0,0.89,1.15,0,0,2,0,72,48,48,0,0.77,0.03,0.03,2.79,2.79,2.35
MIN,2020,MIN,MIN,Team Level,5on4,7,0.75,0.84,0.76,1022,14.27,1.75,1.37,3.08,0.48,7.88,4.43,1.65,1.75,1.65,16,3,12,31,2,2,0,2,0,9,4,14,17,0,0,12,7,0,5,15,1,3,0.39,0.14,1.22,1,0,1,31,19,19,0,0.36,0.4,0.4,1.72,1.72,1.69,4.05,0.59,0.26,0.58,0.16,1.53,2.88,0.59,0.59,0.59,5,1,0,6,1,0,0,0,0,2,3,4,5,0,0,12,5,4,0,3,2,1,0.05,0.23,0.31,0,0,1,6,6,6,0,0.06,0,0,0.65,0.65,0.65
COL,2020,COL,COL,Team Level,other,10,0.83,0.57,0.64,1069,16.89,5.84,0.99,2.25,0.48,7.67,5.77,5.56,5.84,5.56,18,5,10,33,6,1,0,3,0,7,6,12,17,0,0,15,3,3,2,10,6,7,0.39,0.79,4.66,0,0,6,33,23,23,1,0.29,0.52,0.52,5.62,5.62,5.39,8.88,1.15,0.65,1.89,0.3,6.22,2.79,1.13,1.15,1.13,7,6,12,25,1,0,0,1,0,7,4,6,12,0,0,8,7,3,4,10,2,1,0.38,0.2,0.58,0,0,1,25,13,13,2,0.17,0,0,1.33,1.33,1.29
COL,2020,COL,COL,Team Level,all,10,0.55,0.51,0.5,36177,296.57,30.34,19.34,69.86,9.8,165.07,119.6,29.25,30.84,29.74,308,106,197,611,38,27,4,73,5,122,149,270,376,27,65,281,286,79,73,301,82,31,8.35,10.27,11.72,17,10,11,625.64,414,424.35,44,4.21,6.23,6.23,28.32,28.67,28.05,298.95,24.7,20.13,73.22,10.01,166.95,122,23.83,24.37,23.52,302,115,159,576,27,20,2,65,9,146,150,275,390,35,86,280,331,87,95,320,78,19,8.37,10.13,6.2,11,10,6,564.84,417,409.83,51,4.33,4.09,4.09,24.95,24.69,24.15
COL,2020,COL,COL,Team Level,5on5,10,0.48,0.51,0.49,30072,235.91,18.67,14.84,58.68,7.9,131.47,98.44,18.15,19.18,18.63,247,83,165,495,22,23,4,66,5,90,124,225,308,25,61,224,275,70,66,254,59,17,6.61,7.36,4.7,12,9,1,509.64,330,340.35,40,3.05,5.03,5.03,16.7,17.05,16.91,250.51,19.9,16.36,63.02,8.35,138.02,101.34,19.15,19.57,18.85,249,98,122,469,21,19,1,55,6,119,127,228,326,35,86,231,308,76,77,262,71,14,6.75,9.21,3.94,9,9,3,457.84,347,339.83,40,3.38,3.86,3.86,19.42,19.16,18.76
COL,2020,COL,COL,Team Level,4on5,10,0.14,0.07,0.1,2360,3.95,0.49,0.17,0.46,0.1,1.01,2.77,0.49,0.49,0.49,4,1,0,5,0,0,0,0,0,1,4,4,5,0,0,21,7,5,3,3,1,1,0.07,0.09,0.32,0,0,0,5,5,5,3,0.04,0,0,0.53,0.53,0.53,30.55,3,2.53,6.79,0.97,18.88,10.83,2.92,3,2.92,34,9,25,68,4,1,1,9,2,18,9,30,39,0,0,17,6,2,5,36,3,4,0.96,0.37,1.67,1,1,2,68,43,43,0,0.64,0.23,0.23,3.42,3.42,3.34
COL,2020,COL,COL,Team Level,5on4,10,0.89,0.85,0.8,2676,39.82,5.34,3.34,8.47,1.32,24.91,12.63,5.06,5.34,5.06,39,17,22,78,10,3,0,4,0,24,15,29,46,2,4,21,1,1,2,34,16,6,1.27,2.02,2.04,5,1,4,78,56,56,0,0.83,0.69,0.69,5.47,5.47,5.22,9.01,0.64,0.59,1.52,0.39,3.82,7.04,0.62,0.64,0.62,12,2,0,14,1,0,0,0,1,2,10,11,13,0,0,24,10,6,9,12,2,0,0.28,0.36,0,1,0,0,14,14,14,9,0.14,0,0,0.78,0.78,0.75
MTL,2020,MTL,MTL,Team Level,other,22,0.54,0.55,0.51,2727,28,9.16,2.01,4.69,1.14,13.18,6.94,8.24,9.16,8.24,33,6,20,59,6,6,1,5,1,11,10,27,33,2,4,27,17,4,8,13,10,16,0.52,1.05,7.6,0,0,6,59,39,39,5,0.63,1.76,1.76,7.9,7.9,7.14,26.97,7.69,2.12,4.25,0.88,15.91,7.15,7.11,7.69,7.11,25,13,10,48,5,0,0,4,2,18,9,20,33,1,4,27,15,5,4,18,9,11,0.66,1.28,5.76,1,1,3,48,38,38,2,0.59,0,0,8.28,8.28,7.6
MTL,2020,MTL,MTL,Team Level,all,22,0.49,0.48,0.47,81460,614.53,65.2,43.88,139.05,20.25,328.81,243.94,62.6,65.82,63.2,635,208,329,1172,51,49,6,133,15,274,321,584,792,72,149,638,871,143,297,583,185,75,16.92,23.29,24.99,11,18,22,1179.41,843,851.16,238,9.66,10.83,10.83,63.91,64.51,62.76,675.01,67.65,48.57,157.42,22.4,373.43,264.52,64.62,68.11,65.06,676,258,333,1267,54,49,7,173,20,321,317,622,880,62,134,653,826,173,305,661,203,70,19.92,24.73,23.01,21,14,19,1264.23,934,931.63,227,10.65,9.44,9.44,68.86,69.11,67.02
MTL,2020,MTL,MTL,Team Level,5on5,22,0.49,0.49,0.48,67310,501.11,46.37,34.82,118.68,16.51,270.82,200.8,45.02,46.98,45.62,517,171,277,965,33,40,4,113,11,229,262,484,655,62,129,514,784,123,256,488,150,50,14.14,19.05,13.18,9,15,9,972.41,688,696.17,207,7.28,7.93,7.93,45.71,46.32,45.62,543.04,48.7,37.64,131.59,18.02,297.5,217.55,46.77,49.16,47.2,555,196,273,1024,43,41,6,144,16,248,259,512,708,55,118,526,773,150,270,545,157,49,16.38,18.89,13.43,19,11,13,1021.23,751,748.63,206,7.85,8.1,8.62,47.93,48.19,47.3
MTL,2020,MTL,MTL,Team Level,4on5,22,0.16,0.15,0.19,6319,22.06,1.9,1.11,2.78,0.61,6.65,15.95,1.89,1.9,1.89,24,5,1,30,3,0,0,1,0,4,21,21,26,4,8,46,52,13,24,24,3,2,0.89,0.5,0.51,1,1,1,30,29,29,24,0.26,0,0,2.16,2.16,2.14,88.93,10.01,8.04,19.28,3.01,54.76,27.92,9.5,10.01,9.5,80,43,46,169,5,8,1,22,2,51,35,75,118,4,8,58,11,8,13,80,34,9,2.38,4.15,3.48,1,2,2,169,123,123,1,2.03,1.34,0.82,11.21,11.21,10.69
MTL,2020,MTL,MTL,Team Level,5on4,22,0.86,0.82,0.8,5104,63.36,7.77,5.93,12.9,2,38.16,20.25,7.45,7.77,7.45,61,26,31,118,9,3,1,14,3,30,28,52,78,4,8,51,18,3,9,58,22,7,1.38,2.68,3.71,1,2,6,118,87,87,2,1.5,1.14,1.14,8.13,8.13,7.85,16.06,1.25,0.78,2.3,0.51,5.26,11.9,1.24,1.25,1.24,16,6,4,26,1,0,0,3,0,4,14,15,21,2,4,42,27,10,18,18,3,1,0.5,0.4,0.35,0,0,1,26,22,22,18,0.18,0,0,1.43,1.43,1.42
WPG,2020,WPG,WPG,Team Level,other,8,0.32,0.48,0.45,546,7.06,1.86,0.48,0.93,0.2,4.8,1.72,1.85,1.86,1.85,9,1,3,13,3,0,0,1,0,5,1,6,7,0,0,8,3,0,0,7,1,2,0.3,0.1,1.45,1,0,2,13,10,10,0,0.12,0,0,1.98,1.98,1.97,9.82,3.98,0.82,1.34,0.29,3.48,2.08,3.87,3.98,3.87,10,2,2,14,3,3,1,1,1,0,4,7,9,0,0,8,2,0,0,4,2,6,0.13,0.24,3.62,0,0,3,14,12,12,0,0.27,1.25,1.25,3,3,2.95
WPG,2020,WPG,WPG,Team Level,all,8,0.39,0.46,0.46,32510,241.71,20.07,15.52,56.34,7.82,137.82,99.43,19.37,19.87,19.15,241,96,131,468,20,16,3,56,12,129,104,221,317,25,53,264,385,53,123,263,59,15,7.5,7.4,5.17,12,3,5,454.29,337,328.23,111,3.32,3.31,3.31,20.09,19.83,19.4,290.46,32.05,20.87,64.66,9.3,155.27,113.86,30.78,32.66,31.38,291,105,162,558,22,28,5,66,6,131,143,269,374,18,36,232,250,59,88,279,78,39,8.54,9.82,13.69,3,9,10,573.51,396,407.77,73,4.6,7.68,7.68,28.97,29.62,28.97
WPG,2020,WPG,WPG,Team Level,5on5,8,0.39,0.46,0.46,27858,203.24,14.8,12.74,49.15,6.54,114.2,85.56,14.21,14.6,13.99,203,80,113,396,13,14,2,51,9,105,91,190,270,20,43,222,360,48,111,228,44,11,6.21,5.45,3.15,10,1,2,382.29,283,274.23,102,2.62,2.97,2.97,14.46,14.2,13.86,242.36,23.31,16.72,57.1,7.88,130.18,96.8,22.33,23.92,22.93,241,91,136,468,13,24,3,60,5,110,120,228,319,17,34,187,237,51,79,238,66,28,7.61,8.29,7.41,1,8,4,483.51,332,343.77,65,3.48,5.55,5.55,21.24,21.89,21.5
WPG,2020,WPG,WPG,Team Level,4on5,8,0.12,0.14,0.14,2298,5.32,0.61,0.22,0.67,0.15,1.58,3.77,0.61,0.61,0.61,5,2,4,11,1,0,0,0,1,2,3,4,6,3,6,17,15,5,9,5,1,1,0.14,0.12,0.35,0,0,1,11,7,7,9,0.05,0,0,0.66,0.66,0.66,31.46,4.26,3.02,5.46,0.93,19.63,9.7,4.1,4.26,4.1,34,9,23,66,4,1,1,5,0,19,14,30,39,1,2,21,3,2,1,30,8,5,0.59,1,2.67,1,0,3,66,43,43,0,0.78,0.89,0.89,4.16,4.16,3.97
WPG,2020,WPG,WPG,Team Level,5on4,8,0.85,0.83,0.8,1808,26.09,2.8,2.08,5.59,0.92,17.24,8.38,2.7,2.8,2.7,24,13,11,48,3,2,1,4,2,17,9,21,34,2,4,17,7,0,3,23,13,1,0.85,1.73,0.23,1,2,0,48,37,37,0,0.52,0.34,0.34,2.98,2.98,2.91,6.83,0.5,0.32,0.76,0.19,1.97,5.27,0.49,0.5,0.49,6,3,1,10,2,0,0,0,0,2,5,4,7,0,0,16,8,6,8,7,2,0,0.21,0.28,0,1,1,0,10,9,9,8,0.07,0,0,0.57,0.57,0.56
WSH,2020,WSH,WSH,Team Level,other,5,0.29,0.33,0.36,919,6.6,0.65,0.46,1.44,0.21,4.03,2.21,0.64,0.65,0.64,7,2,1,10,0,0,0,0,0,6,3,7,9,1,2,8,3,2,0,5,4,0,0.17,0.48,0,0,0,0,10,9,9,0,0.13,0,0,0.78,0.78,0.77,11.35,1.57,0.79,2.44,0.37,5.87,4.95,1.35,1.57,1.35,13,3,4,20,0,1,0,2,1,7,5,13,16,2,4,9,3,0,2,7,6,3,0.18,0.64,0.76,0,0,0,20,16,16,1,0.22,0.33,0.33,1.46,1.46,1.28
WSH,2020,WSH,WSH,Team Level,all,5,0.46,0.48,0.47,19868,173.24,14.29,11.62,40.36,5.56,96.68,70.5,13.88,14.16,13.76,169,70,84,323,10,9,1,44,2,85,89,159,229,26,52,153,218,39,41,188,39,12,5.25,4.61,4.43,3,3,4,318.32,239,235.94,20,2.59,1.49,1.49,15.39,15.24,14.94,190.9,16.76,13.38,43.59,6.16,107.18,78.94,15.93,16.97,16.13,173,93,80,346,16,15,1,37,8,100,90,157,250,26,52,181,191,50,34,199,52,15,5.66,6.47,4.63,7,7,2,350.23,266,269.02,19,2.92,3.49,3.49,16.2,16.37,15.95
WSH,2020,WSH,WSH,Team Level,5on5,5,0.41,0.49,0.47,15120,131.42,8.2,8.23,31.85,4.18,73.62,55.91,8.04,8.08,7.91,126,56,66,248,7,6,1,37,1,62,69,119,175,23,46,111,192,27,31,153,25,4,4.34,2.83,1.03,3,2,2,243.32,182,178.94,18,1.69,0.8,0.8,9.1,8.95,8.85,145.25,11.96,9.91,34.73,4.72,81.56,59.12,11.43,12.17,11.63,129,73,60,262,11,14,1,29,6,74,68,118,191,23,46,139,172,41,27,156,36,10,4.46,4.62,2.89,4,6,1,266.23,202,205.02,17,2.05,3.15,3.15,10.85,11.03,10.89
WSH,2020,WSH,WSH,Team Level,4on5,5,0.1,0.13,0.14,1771,4.69,0.26,0.2,0.77,0.16,1.36,3.25,0.26,0.26,0.26,6,0,2,8,0,0,0,0,0,2,4,6,6,1,2,13,16,8,5,5,1,0,0.1,0.16,0,0,0,0,8,6,6,2,0.05,0,0,0.31,0.31,0.3,26.95,2.47,2.29,5.48,0.86,17.43,9.47,2.38,2.47,2.38,23,15,15,53,5,0,0,5,1,15,12,18,33,1,2,14,2,3,2,29,8,1,0.83,0.94,0.69,3,1,1,53,38,38,0,0.57,0,0,3.03,3.03,2.93
WSH,2020,WSH,WSH,Team Level,5on4,5,0.87,0.84,0.81,2058,30.52,5.18,2.72,6.3,1.01,17.66,9.14,4.94,5.18,4.94,30,12,15,57,3,3,0,7,1,15,13,27,39,1,2,21,7,2,5,25,9,8,0.64,1.14,3.41,0,1,2,57,42,42,0,0.72,0.69,0.69,5.21,5.21,5.02,7.36,0.77,0.39,0.93,0.22,2.32,5.38,0.77,0.77,0.77,8,2,1,11,0,0,0,1,0,4,5,8,10,0,0,19,14,6,3,7,2,1,0.2,0.27,0.29,0,0,0,11,10,10,1,0.09,0,0,0.85,0.85,0.85
TOR,2020,TOR,TOR,Team Level,other,7,0.68,0.5,0.7,856,11.68,3.87,1.06,1.71,0.33,6.54,2.49,3.63,3.87,3.63,11,5,2,18,3,0,0,4,1,5,3,8,13,0,0,9,5,3,4,6,5,5,0.2,0.75,2.92,0,1,2,18,16,16,2,0.27,0,0,4.14,4.14,3.84,5.03,1.83,0.4,0.85,0.18,2.7,1.04,1.74,1.83,1.74,6,1,11,18,2,0,0,1,1,2,1,4,5,0,0,10,4,1,2,2,2,3,0.1,0.2,1.52,0,0,2,18,7,7,1,0.12,0,0,1.95,1.95,1.86
TOR,2020,TOR,TOR,Team Level,all,7,0.59,0.52,0.54,26174,223.06,25.46,17.21,50.04,7.23,123.46,83.6,24.18,25.52,24.23,236,71,105,412,18,16,2,63,6,99,105,218,289,20,45,215,204,64,101,204,78,25,6.75,9.46,9.25,7,5,6,411.52,307,305.57,70,3.8,2.86,2.86,26.39,26.39,25.39,189.61,17.91,13.56,44.13,6.2,104.7,77.51,17.46,17.97,17.54,198,66,109,373,14,9,1,52,5,72,112,184,250,26,55,210,294,40,123,187,61,16,5.17,7.29,5.45,1,6,7,374.08,264,265.91,87,2.98,1.74,1.74,19.14,19.3,18.95
