team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2020,CAR,CAR,Team Level,other,11,0.65,0.62,0.61,1808,25.77,4.51,1.74,4.8,0.89,13.6,8.46,4.38,4.51,4.38,23,11,11,45,5,3,1,6,0,7,13,18,29,0,0,17,11,4,8,22,6,6,0.78,0.8,2.93,1,1,3,45,34,34,3,0.48,0.86,0.86,4.14,4.14,4.07,16.25,2.38,1.12,3.09,0.55,8.02,6.83,2.29,2.38,2.29,16,6,6,28,2,1,1,2,0,7,10,14,20,0,0,14,9,0,3,12,7,3,0.58,0.78,1.02,0,0,2,28,22,22,2,0.32,0.37,0.37,2.33,2.33,2.28
CAR,2020,CAR,CAR,Team Level,all,11,0.53,0.55,0.54,44410,427.07,35.27,28.09,99.65,13.87,238.16,176.97,34.05,35.2,34,405,187,186,778,31,29,3,97,9,225,201,374,561,51,102,375,431,71,154,465,99,28,13.12,11.93,10.22,14,9,8,772.78,592,589.17,89,6.14,5.16,5.16,36.25,36.25,35.39,360.92,30.81,24.16,83.3,12.01,199.6,147.1,29.88,30.94,30.01,338,159,151,648,30,16,5,73,8,171,199,308,467,41,82,346,362,76,133,361,115,21,10.98,13.21,6.62,8,14,8,654.2,497,502.28,83,5.29,3.49,3.49,32.61,32.77,32.2
CAR,2020,CAR,CAR,Team Level,5on5,11,0.52,0.55,0.55,35116,341.03,23.68,21.67,83.25,11.06,190.54,143.8,22.83,23.61,22.78,326,148,153,627,20,22,2,80,8,181,163,306,454,46,92,280,397,59,120,383,76,15,10.58,9.13,3.97,11,7,2,621.78,474,471.17,73,4.46,3.67,3.67,24.46,24.47,23.89,284.53,22.03,18.34,67.84,9.35,157.18,116.26,21.61,22.16,21.74,263,128,122,513,20,10,1,62,7,137,155,243,371,37,74,280,331,62,103,289,90,12,8.63,10.29,3.1,7,11,2,519.2,391,396.28,73,3.8,2.05,2.05,23.78,23.94,23.61
CAR,2020,CAR,CAR,Team Level,4on5,11,0.23,0.18,0.2,3994,14.11,1.73,0.74,1.79,0.42,4.05,9.27,1.69,1.73,1.69,12,6,2,20,0,2,0,1,0,4,11,12,18,2,4,39,17,6,13,9,7,2,0.27,0.9,0.56,0,0,0,20,18,18,13,0.17,0.34,0.34,1.55,1.55,1.54,50.68,5.7,4.23,11.12,1.72,31.28,16.95,5.28,5.7,5.28,49,22,22,93,8,5,3,7,1,25,25,41,63,4,8,32,7,5,19,51,15,5,1.58,1.84,2.29,1,3,4,93,71,71,2,1.06,1.07,1.07,5.69,5.69,5.5
CAR,2020,CAR,CAR,Team Level,5on4,11,0.88,0.86,0.84,3492,46.17,5.35,3.94,9.81,1.49,29.96,15.44,5.15,5.35,5.15,44,22,20,86,6,2,0,10,1,33,14,38,60,3,6,39,6,2,13,51,10,5,1.5,1.09,2.76,2,1,3,86,66,66,0,1.04,0.29,0.29,6.1,6.1,5.89,9.47,0.71,0.47,1.26,0.39,3.12,7.05,0.7,0.71,0.7,10,3,1,14,0,0,0,2,0,2,9,10,13,0,0,20,15,9,8,9,3,1,0.19,0.3,0.21,0,0,0,14,13,13,6,0.1,0,0,0.81,0.81,0.8
T.B,2020,T.B,T.B,Team Level,other,23,0.39,0.33,0.34,5019,31.81,7.04,2.01,5.41,1.2,15.68,11.65,6.72,7.04,6.72,31,12,11,54,5,0,0,3,0,17,18,26,38,6,14,42,18,6,6,21,14,8,0.81,1.92,4.32,0,2,3,54,43,43,1,0.59,0,0,7.64,7.64,7.27,60.34,10.81,4.91,11.22,2.43,33.92,16.85,9.06,10.81,9.06,58,24,28,110,3,9,1,17,0,29,24,55,79,5,10,39,25,4,13,45,20,17,1.75,2.38,6.68,0,1,2,110,82,82,3,1.54,2.46,2.46,9.76,9.76,8.79
T.B,2020,T.B,T.B,Team Level,all,23,0.5,0.48,0.48,83818,680.8,71.87,48.41,149.17,22.04,363.69,269.8,69.47,73.07,70.61,680,245,272,1197,75,37,9,154,27,287,345,605,850,95,201,604,863,160,220,614,240,71,18.33,29.64,23.91,14,33,28,1230.84,925,947.96,124,10.65,8.22,8.22,74.31,75.38,73.71,716.76,71.04,50.77,159.2,23.27,398.29,278.55,67.09,70.47,66.57,700,283,331,1314,45,55,7,148,25,349,361,655,938,103,220,649,891,139,238,722,187,74,21.15,22.71,27.17,20,10,15,1284.8,983,966.31,134,11.44,12.23,12.23,70.12,69.73,67.72
T.B,2020,T.B,T.B,Team Level,5on5,23,0.52,0.48,0.49,67550,535.92,48.79,37.32,122.82,17.2,290.28,214.6,47.59,49.98,48.73,540,191,227,958,47,29,6,128,24,227,276,493,684,79,167,466,797,132,186,508,178,45,14.94,21.67,12.18,12,21,14,991.84,731,753.96,113,7.78,6.55,6.55,50.02,51.09,50.31,557.49,45.2,37.36,130.05,17.73,309.39,227.27,44.06,44.65,43.54,543,224,254,1021,32,39,5,120,24,260,292,511,735,84,179,495,819,116,203,587,144,36,17.28,17.55,10.37,18,8,6,991.8,767,750.31,121,7.71,7.02,7.02,45.9,45.51,44.84
T.B,2020,T.B,T.B,Team Level,4on5,23,0.13,0.16,0.19,5661,20.74,2.06,1.02,2.74,0.65,5.88,14.66,2.05,2.06,2.05,24,3,3,30,2,0,0,5,0,5,15,22,25,4,8,39,34,17,10,17,7,3,0.41,0.92,0.74,1,0,1,30,27,27,7,0.24,0,0,2.29,2.29,2.28,86.27,13.5,7.81,16.5,2.78,51.2,26.21,12.45,13.5,12.45,87,31,40,158,10,7,1,10,1,59,31,77,108,8,19,65,11,3,14,83,17,18,1.99,2.01,9.5,2,1,7,158,118,118,3,2.04,2.76,2.76,12.78,12.78,12.41
T.B,2020,T.B,T.B,Team Level,5on4,23,0.9,0.86,0.89,5588,92.33,13.99,8.06,18.2,3,51.86,28.89,13.12,13.99,13.12,85,39,31,155,21,8,3,18,3,38,36,64,103,6,12,57,14,5,18,68,41,15,2.18,5.14,6.67,1,10,10,155,124,124,3,2.04,1.67,1.67,14.36,14.36,13.84,12.66,1.53,0.69,1.44,0.33,3.78,8.23,1.53,1.53,1.53,12,4,9,25,0,0,0,1,0,1,14,12,16,6,12,50,36,16,8,7,6,3,0.13,0.77,0.62,0,0,0,25,16,16,7,0.15,0,0,1.68,1.68,1.68
FLA,2020,FLA,FLA,Team Level,other,6,0.65,0.68,0.67,1862,25.16,4.45,1.97,4.69,0.84,13.26,7.8,3.18,4.45,3.18,25,8,7,40,1,4,0,8,0,13,7,24,32,2,4,14,8,3,5,20,7,6,0.68,0.83,2.94,0,0,1,40,33,33,0,0.59,1.33,1.33,3.7,3.7,3.12,11.52,2.41,0.65,2.12,0.36,5.37,5.1,2.4,2.41,2.4,14,2,3,19,3,0,0,3,0,7,3,11,13,2,4,21,6,3,4,8,6,2,0.33,0.8,1.28,0,1,2,19,16,16,0,0.18,0,0,2.59,2.59,2.57
FLA,2020,FLA,FLA,Team Level,all,6,0.56,0.56,0.56,21956,220.76,24.03,16.17,47.04,7.18,123.73,84.86,21.93,23.84,21.76,227,76,88,391,17,19,1,54,14,106,93,210,286,33,66,189,241,46,62,224,54,25,6.99,6.63,10.41,6,5,6,384.08,303,298.6,30,3.73,5.28,5.28,22.48,22.38,21.37,173.44,18.87,12.13,36.11,5.32,94.36,72.21,18.54,19.25,18.9,187,52,67,306,24,5,2,43,7,75,85,163,215,34,68,183,232,42,56,167,53,19,4.78,6.82,7.28,2,10,12,315.81,239,245.85,24,2.68,1.25,1.25,20.29,20.66,20.37
FLA,2020,FLA,FLA,Team Level,5on5,6,0.51,0.55,0.55,17115,156.99,12.71,10.82,35.37,5.02,88.83,65.24,12.43,12.53,12.26,162,56,63,281,10,11,0,40,13,71,73,152,208,23,46,138,222,39,53,167,43,8,5.34,5.21,2.16,5,4,1,274.08,218,213.6,27,2.23,2.17,2.17,12.77,12.67,12.47,130.26,12,9.2,28.4,4.03,72.2,54.18,11.76,12.38,12.13,146,34,53,233,12,5,2,34,5,54,70,134,168,27,54,131,213,34,44,130,39,11,3.78,5.07,3.15,1,6,5,242.81,180,186.85,21,1.92,1.25,1.25,12.66,13.03,12.85
FLA,2020,FLA,FLA,Team Level,4on5,6,0.05,0.1,0.05,1298,1.58,0.23,0.09,0.17,0.03,0.44,1.03,0.23,0.23,0.23,1,1,3,5,0,0,0,0,0,0,2,1,2,4,8,15,9,4,2,1,0,1,0.03,0,0.2,0,0,0,5,2,2,1,0.02,0,0,0.26,0.26,0.26,26.73,4.26,2.07,4.9,0.79,15.19,8.78,4.18,4.26,4.18,20,16,11,47,8,0,0,5,2,13,8,12,28,3,6,17,1,2,4,22,8,6,0.47,0.95,2.85,0,3,5,47,36,36,0,0.52,0,0,4.79,4.79,4.69
FLA,2020,FLA,FLA,Team Level,5on4,6,0.97,0.9,0.88,1681,37.03,6.63,3.27,6.81,1.29,21.2,10.79,6.08,6.63,6.08,39,11,15,65,6,4,1,6,1,22,11,33,44,4,8,22,2,0,2,36,4,10,0.93,0.58,5.12,1,1,4,65,50,50,2,0.89,1.77,1.77,5.75,5.75,5.52,4.94,0.2,0.2,0.7,0.14,1.6,4.15,0.2,0.2,0.2,7,0,0,7,1,0,0,1,0,1,4,6,6,2,4,14,12,3,4,7,0,0,0.2,0,0,1,0,0,7,7,7,3,0.05,0,0,0.25,0.25,0.25
NSH,2020,NSH,NSH,Team Level,other,6,0.44,0.59,0.57,1010,12.77,1.68,0.97,2.43,0.44,6.46,5.03,1.59,1.68,1.59,14,3,5,22,2,1,1,2,0,7,5,12,15,0,0,8,5,0,3,9,6,2,0.41,0.67,0.59,0,0,2,22,17,17,2,0.28,0.37,0.37,1.59,1.59,1.54,9.99,2.17,0.44,1.71,0.29,3.99,4.39,2.17,2.17,2.17,10,3,2,15,4,1,1,1,0,0,7,6,9,0,0,10,4,3,5,8,2,3,0.31,0.23,1.63,1,0,3,15,13,13,2,0.1,0.25,0.25,2.03,2.03,2.03
NSH,2020,NSH,NSH,Team Level,all,6,0.43,0.45,0.45,26053,215.25,15.98,14.22,51.12,7.16,123.75,88.77,15.57,15.93,15.52,205,96,89,390,16,7,2,44,5,112,117,189,285,26,52,217,221,50,93,234,58,9,6.87,6.78,2.33,3,9,4,390.69,301,302.5,60,3.13,1.26,1.26,17.84,17.8,17.48,258.93,20.88,16.89,60.21,8.45,145.36,111.19,20.29,21,20.39,254,109,110,473,22,15,3,62,6,140,118,232,341,32,64,232,271,34,91,295,52,16,8.57,6.18,6.13,9,6,7,474.44,363,363.87,59,3.65,2.75,2.75,21.79,21.89,21.39
NSH,2020,NSH,NSH,Team Level,5on5,6,0.46,0.43,0.44,20523,165.58,12.02,10.27,40.85,5.5,92.94,68.42,11.78,11.98,11.74,156,74,70,300,13,6,1,35,4,83,89,143,217,23,46,177,205,42,73,179,44,7,5.21,5.08,1.74,3,8,2,300.69,230,231.5,53,2.13,0.9,0.9,13.26,13.21,13.05,210.8,14.3,13.7,50.97,6.9,119.58,90.54,13.84,14.41,13.94,208,88,95,391,14,11,2,52,5,116,98,194,282,27,54,175,252,29,68,245,43,8,7.01,5.11,2.18,7,5,2,392.44,296,296.87,46,2.82,2.12,2.12,14.99,15.1,14.73
NSH,2020,NSH,NSH,Team Level,4on5,6,0.06,0.08,0.11,1882,3.19,0.22,0.23,0.48,0.13,1.42,2.53,0.21,0.22,0.21,4,1,0,5,0,0,0,1,0,0,4,4,5,0,0,12,8,4,4,4,1,0,0.11,0.1,0,0,0,0,5,5,5,4,0.05,0,0,0.26,0.26,0.26,28.89,3.22,2.29,6.29,0.97,19.18,10.04,3.13,3.22,3.13,28,14,13,55,4,1,0,8,1,20,8,24,38,3,6,21,3,1,7,35,4,3,1,0.46,1.76,1,1,2,55,42,42,0,0.63,0.04,0.04,3.82,3.82,3.69
NSH,2020,NSH,NSH,Team Level,5on4,6,0.64,0.84,0.8,2638,33.71,2.06,2.76,7.36,1.09,22.95,12.79,1.98,2.06,1.98,31,18,14,63,1,0,0,6,1,22,19,30,48,3,6,20,3,4,13,42,7,0,1.14,0.92,0,0,1,0,63,49,49,1,0.68,0,0,2.73,2.73,2.64,9.25,1.18,0.46,1.25,0.28,2.6,6.23,1.15,1.18,1.15,8,4,0,12,0,2,0,1,0,4,5,8,12,2,4,26,12,1,11,7,3,2,0.25,0.38,0.56,0,0,0,12,12,12,11,0.1,0.34,0.34,0.94,0.94,0.93
STL,2020,STL,STL,Team Level,other,4,0.09,0.62,0.5,618,6.71,0.43,0.52,1.65,0.24,4.91,2.25,0.41,0.43,0.41,4,6,8,18,0,0,0,1,0,5,4,4,10,0,0,5,2,1,3,9,1,0,0.34,0.09,0,0,0,0,18,10,10,1,0.14,0,0,0.57,0.57,0.54,6.99,4.47,0.2,0.73,0.17,2.12,2.32,4.29,4.47,4.29,8,2,1,11,6,0,0,1,0,0,3,2,4,0,0,9,1,0,2,3,1,6,0.14,0.19,4.14,0,0,6,11,10,10,1,0.05,0,0,4.51,4.51,4.34
STL,2020,STL,STL,Team Level,all,4,0.31,0.45,0.44,14400,106.92,6.91,7.18,26.76,3.67,61.6,43.88,6.65,6.75,6.5,110,40,62,212,7,7,1,25,3,56,52,103,143,13,31,112,113,22,40,124,22,4,3.08,2.74,1.09,4,2,1,203.97,150,144.64,28,1.55,1.4,1.4,7.06,6.92,6.78,137.24,15.18,8.44,32.69,4.44,75.53,55.73,14.54,15.54,14.88,145,47,62,254,20,15,2,40,3,50,64,125,172,11,33,123,66,30,34,142,33,17,3.95,4.09,7.13,7,6,7,265.76,192,200.4,24,1.8,2.96,2.96,14.02,14.27,13.91
STL,2020,STL,STL,Team Level,5on5,4,0.38,0.42,0.42,11828,82.83,5.68,5.3,20.96,2.81,46.45,33.79,5.49,5.52,5.33,86,29,41,156,4,6,0,20,3,42,40,82,111,13,31,89,103,17,31,91,21,3,2.17,2.65,0.86,2,2,0,147.97,115,109.64,22,1.08,1.17,1.17,5.6,5.46,5.38,115.81,9.17,7.12,28.91,3.83,64.59,48.38,8.81,9.54,9.15,121,41,56,218,10,14,2,37,3,41,57,111,152,10,31,95,63,30,28,125,28,9,3.46,3.42,2.3,5,5,0,229.76,162,170.4,20,1.46,2.71,2.71,7.92,8.17,8.09
STL,2020,STL,STL,Team Level,4on5,4,0.11,0.2,0.24,985,3.92,0.18,0.2,0.66,0.16,1.64,3.16,0.16,0.18,0.16,5,1,0,6,1,0,0,0,0,0,5,4,5,0,0,11,4,4,5,6,0,0,0.18,0,0,1,0,0,6,6,6,5,0.04,0,0,0.23,0.23,0.21,13.74,1.5,1.1,2.97,0.42,8.65,4.36,1.41,1.5,1.41,15,4,5,24,4,1,0,2,0,8,4,11,15,1,2,10,0,0,1,13,4,2,0.32,0.49,0.69,2,1,1,24,19,19,0,0.28,0.24,0.24,1.54,1.54,1.45
STL,2020,STL,STL,Team Level,5on4,4,0.95,0.97,0.95,969,13.47,0.62,1.16,3.49,0.46,8.61,4.67,0.59,0.62,0.59,15,4,13,32,2,1,1,4,0,9,3,13,17,0,0,7,4,0,1,18,0,1,0.39,0,0.23,1,0,1,32,19,19,0,0.28,0.23,0.23,0.67,0.67,0.66,0.7,0.03,0.02,0.08,0.02,0.17,0.68,0.03,0.03,0.03,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,9,2,0,3,1,0,0,0.03,0,0,0,0,0,1,1,1,3,0.01,0,0,0.04,0.04,0.04
BOS,2020,BOS,BOS,Team Level,other,11,0.43,0.65,0.6,1466,19.21,2.71,1.2,3.96,0.63,10.07,8.42,2.49,2.71,2.49,20,7,8,35,1,1,0,3,2,9,11,19,26,3,6,18,5,2,2,14,9,4,0.4,0.94,1.37,0,0,1,35,27,27,1,0.34,0.33,0.33,2.72,2.72,2.53,12.95,3.53,0.75,2.22,0.39,6.42,4.68,3.52,3.53,3.52,14,4,1,19,4,0,0,1,0,8,5,10,14,2,4,11,6,4,4,8,6,4,0.29,0.76,2.49,0,0,4,19,18,18,1,0.2,0,0,3.73,3.73,3.72
