team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2019,COL,COL,Team Level,all,15,0.54,0.57,0.57,54728,520.85,55.14,36.47,118.91,16.65,287.11,199.71,52.63,55.61,53.07,547,167,288,1002,60,28,15,116,21,258,231,487,654,60,118,464,475,75,211,486,166,62,14.18,20.34,20.61,13,20,27,1012.08,714,720.46,119,8.21,8.32,8.78,54.57,54.95,53.41,403.66,47.78,27.32,92.78,13.49,213.11,152.52,43.9,47.85,43.96,414,133,218,765,41,19,8,111,8,183,185,373,506,77,156,461,590,117,222,391,98,58,10.51,12.72,24.54,12,13,16,758.58,547,546.31,148,6.29,6.55,6.94,47.13,47.18,44.13
COL,2019,COL,COL,Team Level,5on5,15,0.56,0.56,0.56,40931,367.82,32.6,23.71,89.57,11.69,199,148.43,31.77,33.06,32.21,398,107,222,727,38,14,8,91,17,172,173,360,467,52,102,326,427,59,151,360,112,33,9.84,13.45,9.31,10,15,13,737.08,505,511.46,90,4.92,3.89,4.21,33.3,33.68,33.18,295.71,25.15,18.79,72.91,9.65,157.62,116.87,24.37,25.22,24.43,306,95,168,569,24,12,5,91,6,123,145,282,377,68,138,346,529,88,162,305,71,25,8.19,9.41,7.55,8,10,6,562.58,401,400.31,116,3.89,3.36,3.75,25.29,25.34,24.9
COL,2019,COL,COL,Team Level,4on5,15,0.07,0.1,0.12,4606,9.9,1.15,0.55,1.36,0.27,2.86,6.81,1.11,1.15,1.11,12,1,2,15,0,1,0,1,0,4,7,12,13,3,6,38,21,7,22,7,5,1,0.26,0.64,0.25,0,0,0,15,13,13,21,0.13,0.18,0.18,1.09,1.09,1.08,75,14.22,6.45,14.63,2.7,40.11,21.87,12.55,14.22,12.55,71,29,39,139,11,7,3,17,2,42,21,60,89,4,8,43,8,4,21,62,17,21,1.55,1.98,10.7,2,2,7,139,100,100,1,1.75,3.19,3.19,12.78,12.78,11.67
COL,2019,COL,COL,Team Level,5on4,15,0.95,0.93,0.93,6154,98.45,12.74,8.85,19.75,3.27,61.13,31.26,11.55,12.74,11.55,95,42,48,185,14,10,6,19,3,61,30,81,123,2,4,66,7,2,27,89,35,13,2.76,4.43,5.55,2,3,9,185,137,137,1,2.21,3.48,3.61,11.34,11.34,10.68,7.11,0.67,0.48,0.98,0.28,2.97,5.61,0.66,0.67,0.66,9,2,3,14,0,0,0,0,0,5,6,9,11,4,8,45,33,23,28,9,1,1,0.24,0.2,0.23,0,0,0,14,11,11,25,0.11,0,0,0.77,0.77,0.76
CBJ,2019,CBJ,CBJ,Team Level,other,10,0.52,0.48,0.48,1497,15.51,5.24,1.06,2.79,0.51,7.15,4.26,5.03,5.24,5.03,15,6,7,28,3,2,1,1,3,8,4,12,18,0,0,18,3,3,7,8,6,7,0.27,0.82,4.14,0,0,3,28,21,21,4,0.31,0.52,0.52,5.03,5.03,4.83,16.33,4.79,1.14,2.34,0.46,9.58,4.7,4.75,4.79,4.75,15,8,7,30,5,1,1,1,0,5,11,10,18,0,0,15,8,2,4,11,5,7,0.42,0.58,3.79,0,2,3,30,23,23,1,0.32,0.5,0.5,4.61,4.61,4.58
CBJ,2019,CBJ,CBJ,Team Level,all,10,0.44,0.45,0.46,43633,335.44,28.42,22.29,80.42,10.96,187.66,137.25,27.57,28.83,27.95,331,136,168,635,24,21,4,69,11,174,168,307,443,27,57,334,281,73,143,375,69,23,9.39,8.91,10.13,8,7,9,642.28,467,472.56,86,4.85,4.36,4.36,28.91,29.28,28.69,394.78,35.7,26.93,92.3,12.58,226.45,160.02,34.58,35.49,34.37,395,159,228,782,24,26,4,93,15,185,211,371,530,35,73,312,316,59,118,424,93,37,11.36,11.21,13.13,9,5,10,776.66,554,550.33,70,5.79,6.19,6.19,35.31,35.06,34.42
CBJ,2019,CBJ,CBJ,Team Level,5on5,10,0.41,0.44,0.45,36556,274.89,18.05,17.22,67.95,8.87,156.01,115.89,17.58,18.46,17.96,273,111,133,517,18,10,2,60,7,143,146,255,366,23,49,271,264,65,119,316,58,10,7.94,7.34,2.77,8,7,3,524.28,384,389.55,78,3.5,1.63,1.91,19.65,20.02,19.72,334.64,25.45,21.98,81.28,10.74,193.64,137.9,24.52,25.24,24.32,330,141,199,670,16,21,3,81,14,162,177,314,455,32,67,244,295,47,90,374,74,23,10.02,8.94,6.5,8,3,5,664.66,471,467.33,58,4.5,5.12,5.12,24.83,24.58,24.1
CBJ,2019,CBJ,CBJ,Team Level,4on5,10,0.21,0.18,0.21,2299,9.1,1.3,0.61,1.47,0.38,3.38,5.86,1.25,1.3,1.25,11,2,2,15,0,1,0,0,0,4,8,11,13,0,0,20,7,3,3,9,2,2,0.29,0.26,0.75,0,0,0,15,13,13,3,0.14,0.53,0.53,0.91,0.91,0.89,36.21,4.87,3.44,7.67,1.19,20.99,11.83,4.72,4.87,4.72,41,9,20,70,2,4,0,10,1,16,17,39,48,1,2,22,2,3,15,32,11,7,0.77,1.26,2.84,0,0,2,70,50,50,2,0.89,0.57,0.57,5.19,5.19,5.07
CBJ,2019,CBJ,CBJ,Team Level,5on4,10,0.87,0.86,0.83,3281,35.95,3.83,3.39,8.2,1.2,21.13,11.25,3.72,3.83,3.72,32,17,26,75,3,8,1,8,1,19,10,29,46,4,8,25,7,2,14,42,3,4,0.88,0.49,2.46,0,0,3,75,49,49,1,0.9,1.68,1.41,3.32,3.32,3.25,7.6,0.59,0.37,1.02,0.2,2.24,5.59,0.59,0.59,0.59,9,1,2,12,1,0,0,1,0,2,6,8,9,2,4,31,11,7,9,7,3,0,0.15,0.44,0,1,0,0,12,10,10,9,0.08,0,0,0.67,0.67,0.67
T.B,2019,T.B,T.B,Team Level,other,25,0.34,0.44,0.4,3842,26,5.16,1.88,4.46,0.8,15.9,8.8,5.08,5.16,5.08,26,11,22,59,4,1,1,4,0,12,16,22,33,8,19,34,19,5,8,24,4,9,0.92,0.57,3.68,1,0,3,59,37,37,4,0.5,0.5,0.5,5.16,5.16,5.08,42.24,10.04,3.05,7.6,1.41,21.36,12.54,9.44,10.04,9.44,39,17,20,76,5,4,2,6,3,24,14,34,51,3,9,37,9,6,19,26,12,18,0.98,1.67,7.38,0,0,5,76,56,56,11,0.88,1.6,1.6,9.32,9.32,8.74
T.B,2019,T.B,T.B,Team Level,all,25,0.52,0.54,0.54,104174,886.45,87.71,61.42,210.55,28.97,490,347.35,84.15,87.71,84.17,882,344,550,1776,79,68,14,189,36,467,387,803,1147,110,241,772,1176,183,324,902,215,109,24.49,26.64,36.57,21,28,30,1787.32,1226,1232.58,227,13.37,17.85,17.85,83.22,83.26,81.5,754.48,79.95,52.51,175.35,25.02,407.95,291.2,76.08,80.66,76.75,745,287,457,1489,58,48,14,165,30,385,346,687,974,95,217,821,1089,176,406,755,181,96,20.72,24.07,35.16,9,18,31,1486.94,1032,1032.82,260,11.79,12.91,12.91,78.82,79.46,76.51
T.B,2019,T.B,T.B,Team Level,5on5,25,0.56,0.56,0.56,84487,730.39,64.11,48.19,179.9,24.23,401.78,292.79,61.46,64.11,61.48,722,289,453,1464,58,54,11,158,30,387,324,664,953,97,212,611,1112,145,254,761,176,74,20.41,21.96,21.74,19,23,16,1475.32,1011,1017.58,183,9.95,14.14,14.14,59.92,59.95,58.97,572.04,50.96,37.71,139.3,19.05,308.71,228.27,49.16,51.67,49.83,570,214,366,1150,40,32,9,132,21,285,274,530,744,85,194,633,1011,149,326,588,142,54,16.64,19,15.31,8,16,16,1147.94,784,784.82,228,7.83,7.06,7.33,51.45,52.09,51.09
T.B,2019,T.B,T.B,Team Level,4on5,25,0.08,0.09,0.1,8679,14.74,1.44,0.7,2.04,0.41,4.38,10.03,1.44,1.44,1.44,17,2,5,24,0,0,0,5,1,2,11,17,19,2,4,61,33,25,38,13,5,1,0.35,0.77,0.32,0,0,0,24,19,19,38,0.16,0,0,1.6,1.6,1.6,123.74,17.55,10.91,25.62,3.94,71.74,38.24,16.08,17.55,16.08,117,51,68,236,12,12,3,26,6,72,40,105,156,5,10,92,26,5,41,122,25,21,2.6,3.22,11.73,0,2,10,236,168,168,1,2.89,4.25,3.98,16.46,16.46,15.09
T.B,2019,T.B,T.B,Team Level,5on4,25,0.92,0.89,0.87,7166,115.33,17,10.65,24.15,3.54,67.94,35.72,16.17,17,16.17,117,42,70,229,17,13,2,22,5,66,36,100,142,3,6,66,12,8,24,104,30,25,2.81,3.35,10.83,1,5,11,229,159,159,2,2.76,3.22,3.22,16.54,16.54,15.85,16.45,1.41,0.84,2.83,0.63,6.14,12.16,1.4,1.41,1.4,19,5,3,27,1,0,0,1,0,4,18,18,23,2,4,59,43,16,20,19,2,3,0.49,0.18,0.73,1,0,0,27,24,24,20,0.19,0,0,1.6,1.6,1.59
ARI,2019,ARI,ARI,Team Level,other,9,0.71,0.47,0.45,994,10.2,4.68,0.46,1.36,0.3,4.02,3.18,4.35,4.68,4.35,11,3,5,19,3,0,0,0,1,4,6,8,11,1,2,11,2,2,4,6,1,7,0.21,0.16,4.32,0,0,3,19,14,14,4,0.15,0,0,4.83,4.83,4.48,12.68,1.9,0.83,2.18,0.41,8,3.68,1.81,1.9,1.81,14,3,4,21,3,0,0,4,0,8,2,11,14,0,0,12,5,0,4,8,8,1,0.35,0.97,0.58,0,3,0,21,17,17,1,0.27,0,0,2.17,2.17,2.06
ARI,2019,ARI,ARI,Team Level,all,9,0.41,0.43,0.4,32727,224.48,21.28,14.77,51.26,7.12,121.67,89.89,20.56,21.2,20.48,234,72,154,460,22,12,2,65,7,85,115,212,284,36,74,249,248,66,142,238,45,23,6.49,5.53,9.26,6,8,8,454.59,306,306.39,96,3.23,2.56,2.56,21.95,21.88,21.36,325.58,30.22,21.49,74.8,10.39,182.58,131.53,29.48,30.62,29.86,348,103,168,619,33,13,5,89,10,143,163,315,418,31,62,295,220,44,136,326,99,26,9.11,11.63,9.48,6,17,10,627.87,451,452.19,69,4.72,3.96,3.96,30.98,31.35,30.71
ARI,2019,ARI,ARI,Team Level,5on5,9,0.4,0.42,0.4,25883,176.92,14.22,11.26,41.97,5.53,96.33,71.69,13.84,14.14,13.76,185,56,121,362,15,9,1,59,6,58,94,170,226,30,60,191,233,52,115,186,42,13,5.3,5.16,3.76,5,7,3,356.59,241,241.39,82,2.31,2.39,2.39,14.15,14.08,13.92,259.14,21.01,16.44,62.59,8.32,143.17,107.46,20.53,21.41,20.91,279,80,136,495,20,10,2,74,8,112,135,259,339,29,58,234,203,36,106,265,77,17,7.34,9,4.67,4,11,5,503.87,359,360.19,57,3.39,1.92,1.92,22.49,22.86,22.43
ARI,2019,ARI,ARI,Team Level,4on5,9,0.12,0.11,0.13,3095,7.31,0.9,0.46,0.85,0.22,2.48,5.08,0.9,0.9,0.9,9,1,1,11,1,0,0,1,0,3,5,8,9,1,2,22,11,11,10,7,1,2,0.23,0.08,0.58,0,0,1,11,10,10,9,0.1,0,0,1,1,1,46.57,6.59,3.86,9.13,1.45,29,14.97,6.42,6.59,6.42,46,19,26,91,10,3,3,11,2,21,18,36,55,0,0,33,2,4,14,46,12,7,1.19,1.42,3.98,2,3,5,91,65,65,0,0.98,2.04,2.04,5.53,5.53,5.42
ARI,2019,ARI,ARI,Team Level,5on4,9,0.67,0.85,0.8,2755,30.06,1.48,2.6,7.08,1.07,18.85,9.93,1.47,1.48,1.47,29,12,27,68,3,3,1,5,0,20,10,26,38,4,10,25,2,1,13,39,1,1,0.75,0.13,0.6,1,1,1,68,41,41,1,0.66,0.18,0.18,1.96,1.96,1.95,7.19,0.72,0.36,0.89,0.21,2.41,5.41,0.72,0.72,0.72,9,1,2,12,0,0,0,0,0,2,8,9,10,2,4,16,10,4,12,7,2,1,0.23,0.25,0.25,0,0,0,12,10,10,11,0.08,0,0,0.8,0.8,0.8
FLA,2019,FLA,FLA,Team Level,other,4,0.52,0.48,0.52,804,8.16,1.8,0.59,1.52,0.26,5.12,2.71,1.79,1.8,1.79,6,6,3,15,0,0,0,2,1,6,3,6,12,1,2,8,5,0,7,8,1,3,0.31,0.08,1.4,0,0,0,15,12,12,4,0.17,0,0,1.96,1.96,1.95,7.74,1.67,0.47,1.47,0.22,4.34,2.84,1.66,1.67,1.66,9,2,5,16,2,0,0,3,0,3,3,7,9,0,0,9,6,0,4,8,1,2,0.35,0.08,1.23,1,0,1,16,11,11,4,0.14,0,0,1.8,1.8,1.8
FLA,2019,FLA,FLA,Team Level,all,4,0.46,0.5,0.47,14400,107.66,9.31,7.34,25.61,3.48,61.34,44.92,9.09,9.19,8.96,103,49,72,224,7,7,1,19,2,60,57,96,145,16,34,127,134,22,51,117,27,8,3.17,3.13,3.01,2,3,2,217.78,152,149.01,33,1.65,0.97,0.97,10,9.93,9.71,122.8,10.89,8.13,28.46,3.85,69.44,51.23,10.44,11.04,10.59,122,50,54,226,13,9,0,33,6,61,50,109,159,15,30,106,128,27,38,134,28,10,3.5,3.23,4.16,6,4,3,231.01,172,175.86,23,1.83,1.45,1.45,11.27,11.4,11.01
FLA,2019,FLA,FLA,Team Level,5on5,4,0.44,0.49,0.45,11200,77.33,5.29,4.81,19.79,2.54,43.48,33.09,5.19,5.16,5.07,72,37,61,170,3,4,0,15,0,42,45,69,106,10,22,99,122,19,36,88,18,3,2.26,2.13,0.91,1,1,1,163.78,109,106.01,23,0.98,0.71,0.71,5.55,5.48,5.41,96.19,6.66,6.12,23.24,3.08,54.31,41.59,6.5,6.81,6.65,95,40,39,174,7,7,0,27,4,49,41,88,128,13,26,79,114,23,27,108,22,5,2.64,2.59,1.43,3,3,1,179.01,135,138.86,17,1.26,1.41,1.41,6.52,6.65,6.56
FLA,2019,FLA,FLA,Team Level,4on5,4,0.08,0.14,0.18,1385,3.67,0.21,0.14,0.45,0.1,1.19,2.91,0.2,0.21,0.2,5,0,0,5,0,0,0,0,0,2,3,5,5,1,2,11,5,3,6,4,1,0,0.07,0.14,0,0,0,0,5,5,5,6,0.04,0,0,0.24,0.24,0.24,16.73,2.53,1.48,3.43,0.48,9.97,5.11,2.24,2.53,2.24,15,8,9,32,4,2,0,3,2,7,5,11,19,1,2,10,2,2,4,15,5,3,0.47,0.56,1.5,2,1,1,32,23,23,0,0.42,0.05,0.05,2.9,2.9,2.6
FLA,2019,FLA,FLA,Team Level,5on4,4,0.98,0.89,0.9,1011,18.51,2.02,1.79,3.84,0.59,11.55,6.21,1.9,2.02,1.9,20,6,8,34,4,3,1,2,1,10,6,16,22,4,8,9,2,0,2,17,7,2,0.53,0.79,0.7,1,2,1,34,26,26,0,0.47,0.25,0.25,2.24,2.24,2.11,2.13,0.03,0.07,0.33,0.07,0.82,1.69,0.03,0.03,0.03,3,0,1,4,0,0,0,0,0,2,1,3,3,1,2,8,6,2,3,3,0,0,0.03,0,0,0,0,0,4,3,3,2,0.02,0,0,0.05,0.05,0.05
STL,2019,STL,STL,Team Level,other,9,0.45,0.6,0.55,5095,24.1,3.1,1.76,4.72,1.05,14.95,7.41,2.98,3.1,2.98,27,6,19,52,4,0,0,3,3,16,7,23,29,0,0,20,4,5,4,23,6,4,0.77,0.72,1.6,1,1,2,52,33,33,2,0.51,0,0,3.6,3.6,3.47,19.98,3.74,1.3,3.68,0.64,9.45,8.18,3.65,3.74,3.65,22,5,8,35,2,1,0,1,0,12,11,20,25,0,0,12,5,6,8,17,3,7,0.74,0.47,2.53,1,0,1,35,27,27,4,0.37,0.19,0.19,3.91,3.91,3.87
STL,2019,STL,STL,Team Level,all,9,0.43,0.5,0.5,34861,283.94,24.53,19.67,65.57,10.19,158.28,111.75,23.84,24.56,23.86,303,87,155,545,22,13,1,76,14,131,134,281,368,42,87,282,300,57,115,300,71,19,8.29,9.52,6.73,6,9,7,542.73,390,390.96,62,4.44,2.63,2.63,26.35,26.34,25.73,288.09,32.15,18.99,66.08,9.29,152.03,111.46,30.69,32.52,31.06,281,109,145,535,32,12,3,61,7,129,149,249,358,38,79,264,269,62,108,274,74,42,7.39,9.26,15.5,6,10,16,539.82,390,392.65,69,4.34,2.85,3.31,33.18,33.55,32.64
STL,2019,STL,STL,Team Level,5on5,9,0.49,0.52,0.52,24139,207.8,16.48,13.45,49.85,7.3,115.02,84.9,16.19,16.5,16.2,219,68,114,401,13,8,0,62,8,90,106,206,274,38,79,202,282,38,89,220,57,10,6.1,7.71,2.67,4,6,3,398.73,287,287.96,47,2.77,1.73,1.73,17.52,17.51,17.31,197.27,17.19,12.25,48.87,6.51,105.01,78.18,16.84,17.55,17.21,199,69,98,366,18,6,2,52,3,80,109,181,250,31,65,201,248,48,88,193,56,19,4.97,6.9,5.32,4,8,6,370.82,268,270.65,61,2.54,1.87,1.87,17.86,18.23,18.06
STL,2019,STL,STL,Team Level,4on5,9,0.03,0.08,0.11,3164,7.73,0.36,0.25,1.35,0.35,2.19,5.51,0.32,0.36,0.32,10,0,0,10,0,1,0,0,0,3,6,10,10,1,2,30,12,9,13,9,1,0,0.21,0.14,0,0,0,0,10,10,10,13,0.06,0.01,0.01,0.4,0.4,0.36,60.47,10.28,4.86,12.26,1.88,34.58,18.15,9.26,10.28,9.26,47,35,37,119,10,5,1,7,4,34,22,37,72,6,12,30,4,4,7,55,12,15,1.42,1.44,7.42,1,1,8,119,82,82,0,1.3,0.78,1.24,10.34,10.34,9.66
STL,2019,STL,STL,Team Level,5on4,9,0.83,0.85,0.82,2463,44.31,4.6,4.21,9.65,1.49,26.12,13.93,4.36,4.6,4.36,47,13,22,82,5,4,1,11,3,22,15,42,55,3,6,30,2,5,9,48,7,5,1.19,0.95,2.46,1,2,2,82,60,60,0,1.1,0.88,0.88,4.82,4.82,4.6,10.37,0.94,0.57,1.28,0.26,3,6.95,0.93,0.94,0.93,13,0,2,15,2,0,0,1,0,3,7,11,11,1,2,21,12,4,5,9,3,1,0.26,0.45,0.23,0,1,1,15,13,13,4,0.13,0,0,1.07,1.07,1.06
CGY,2019,CGY,CGY,Team Level,other,10,0.68,0.39,0.4,1197,9.82,3.69,0.57,1.57,0.33,5.1,2.73,3.63,3.69,3.63,9,5,8,22,4,0,0,2,0,6,2,5,10,0,0,11,5,0,6,7,2,5,0.3,0.25,3.15,0,0,4,22,14,14,5,0.15,0,0,3.85,3.85,3.78,14.18,1.71,1.11,2.66,0.53,10.58,3.48,1.39,1.71,1.39,14,7,14,35,1,1,1,5,0,11,3,13,20,1,2,16,3,0,6,16,4,1,0.55,0.52,0.64,0,0,1,35,21,21,5,0.35,0.64,0.64,1.36,1.36,1.25
CGY,2019,CGY,CGY,Team Level,all,10,0.52,0.48,0.47,36965,298.79,31,19.56,69.07,9.35,164.33,119.7,29.45,31.3,29.73,314,99,148,561,33,21,7,78,14,128,139,281,380,41,91,302,368,70,154,317,59,37,8.33,7.27,15.4,10,7,16,564.88,413,415.95,98,4.3,6.02,6.02,29.28,29.52,28.99,330.95,28.97,21.06,78.99,10.73,188.21,131.1,27.86,29.09,27.96,325,135,158,618,27,14,7,87,15,172,145,298,433,36,83,319,343,68,166,356,78,26,9,9.29,10.68,11,6,10,611.57,460,456.45,99,4.69,4.17,4.17,29.43,29.42,28.9
CGY,2019,CGY,CGY,Team Level,5on5,10,0.49,0.47,0.46,29146,223.56,17.64,14.04,54.52,7,122.82,92.98,17.02,17.94,17.3,233,76,113,422,15,14,3,61,11,97,111,218,294,39,87,220,340,57,120,248,39,22,6.48,4.88,6.27,7,4,4,425.88,309,311.95,76,2.89,3.31,3.36,17.17,17.41,17.21,258.33,18.66,15.7,65.2,8.49,144.88,107.07,18.21,18.78,18.31,252,108,111,471,18,9,4,70,12,130,121,234,342,34,79,240,317,60,139,283,64,13,7.41,7.6,3.65,11,6,1,464.57,360,356.45,83,3.23,1.83,1.85,20.04,20.03,19.78
CGY,2019,CGY,CGY,Team Level,4on5,10,0.12,0.13,0.15,3483,9.74,1.04,0.51,1.23,0.27,3.12,6.83,1.04,1.04,1.04,12,1,2,15,4,0,0,1,0,3,5,8,9,2,4,33,14,12,17,7,5,1,0.14,0.57,0.33,0,3,1,15,13,13,16,0.12,0,0,1.16,1.16,1.16,53.01,7.86,3.99,10.64,1.6,31.27,16.64,7.52,7.86,7.52,53,19,29,101,7,4,2,12,3,28,18,46,65,1,2,39,7,1,10,53,8,11,0.98,0.97,5.91,0,0,7,101,72,72,1,1.06,1.7,1.68,7.23,7.23,7.07
CGY,2019,CGY,CGY,Team Level,5on4,10,0.92,0.9,0.92,3139,55.68,8.62,4.44,11.75,1.75,33.29,17.16,7.76,8.62,7.76,60,17,25,102,10,7,4,14,3,22,21,50,67,0,0,38,9,1,11,55,13,9,1.41,1.57,5.64,3,0,7,102,77,77,1,1.15,2.71,2.66,7.1,7.1,6.84,5.44,0.74,0.26,0.49,0.12,1.48,3.92,0.74,0.74,0.74,6,1,4,11,1,0,0,0,0,3,3,5,6,0,0,24,16,7,11,4,2,1,0.06,0.2,0.48,0,0,1,11,7,7,10,0.06,0,0,0.8,0.8,0.8
CAR,2019,CAR,CAR,Team Level,other,8,0.56,0.56,0.51,1211,12.52,2.49,1.02,2.26,0.43,7.86,3.93,2.44,2.49,2.44,12,6,6,24,2,0,0,4,2,5,5,10,16,0,0,12,4,1,3,9,5,4,0.31,0.77,1.4,1,0,1,24,18,18,2,0.29,0,0,2.78,2.78,2.72,12.17,1.94,0.89,2.28,0.41,8,3.48,1.88,1.94,1.88,13,4,2,19,2,1,0,4,0,6,4,11,15,0,0,11,6,2,3,14,1,2,0.34,0.12,1.48,0,0,2,19,17,17,2,0.29,0.12,0.12,2.1,2.1,2.07
CAR,2019,CAR,CAR,Team Level,all,8,0.47,0.49,0.48,30073,238.67,18.35,16.48,56.11,8.03,140.1,101.94,17.78,18.72,18.14,229,112,130,471,22,16,0,43,14,113,133,207,319,36,77,236,269,67,83,274,53,14,7.37,6.85,4.13,12,6,4,481.85,341,348.04,52,3.66,2.48,2.48,19.53,19.87,19.39,261.41,20.87,17.54,62.56,8.59,148.68,107.76,20,20.76,19.9,262,104,130,496,19,21,5,58,14,127,127,243,347,35,73,246,287,53,104,298,47,21,7.4,5.78,7.69,5,8,6,489.67,366,362.76,66,3.96,5.2,5.2,19.63,19.51,19.1
CAR,2019,CAR,CAR,Team Level,5on5,8,0.5,0.5,0.5,22736,180.41,12.51,11.23,44.04,5.93,103.65,78.63,12.2,12.89,12.57,165,91,103,359,15,10,0,34,10,86,101,150,241,32,66,174,238,48,58,210,38,8,5.56,4.82,2.13,10,4,1,369.85,256,263.04,35,2.3,1.86,2.2,12.61,12.95,12.75,188.88,12.63,11.59,47.68,6.02,104.13,78.96,12.06,12.53,11.96,190,71,104,365,10,15,2,44,12,87,93,180,251,32,64,170,253,43,82,214,35,12,5.54,4.13,2.96,2,6,2,358.67,261,257.76,56,2.37,3.11,3.11,11.89,11.77,11.58
CAR,2019,CAR,CAR,Team Level,4on5,8,0.06,0.12,0.14,3207,7.98,0.38,0.42,1.51,0.38,3.22,6.1,0.37,0.38,0.37,10,2,1,13,1,0,0,0,0,1,10,9,11,2,4,26,21,14,15,10,2,0,0.16,0.22,0,0,1,0,13,12,12,15,0.1,0,0,0.48,0.48,0.46,51.95,5.64,4.66,11.23,1.83,33.44,18.2,5.38,5.64,5.38,50,25,23,98,5,5,3,10,2,31,22,45,70,2,4,32,5,2,13,60,9,6,1.29,1.31,3.03,2,1,2,98,75,75,2,1.2,1.97,1.97,4.87,4.87,4.69
CAR,2019,CAR,CAR,Team Level,5on4,8,0.82,0.84,0.81,2919,37.76,2.97,3.8,8.3,1.29,25.37,13.28,2.77,2.97,2.77,42,13,20,75,4,6,0,5,2,21,17,38,51,2,7,24,6,4,7,45,8,2,1.34,1.04,0.59,1,1,2,75,55,55,0,0.97,0.63,0.29,3.65,3.65,3.46,8.42,0.66,0.4,1.38,0.32,3.12,7.11,0.66,0.66,0.66,9,4,1,14,2,0,0,0,0,3,8,7,11,1,5,33,23,6,6,10,2,1,0.23,0.21,0.22,1,1,0,14,13,13,6,0.1,0,0,0.76,0.76,0.76
TOR,2019,TOR,TOR,Team Level,other,5,0.44,0.48,0.55,609,7.67,2.84,0.51,1.01,0.2,4.34,2.1,2.84,2.84,2.84,8,3,2,13,4,0,0,0,0,2,5,4,7,0,0,7,1,1,2,3,4,4,0.07,0.44,2.33,0,2,2,13,11,11,0,0.16,0,0,3,3,3,6.79,3.62,0.39,0.86,0.15,2.28,1.69,3.6,3.62,3.6,7,2,5,14,2,0,0,0,1,3,3,5,7,0,0,8,2,1,2,3,2,4,0.15,0.25,3.22,0,0,2,14,9,9,1,0.11,0,0,3.73,3.73,3.68
TOR,2019,TOR,TOR,Team Level,all,5,0.55,0.52,0.53,19894,186.66,17.06,12.2,42.32,5.71,106.38,77.33,16.78,17.08,16.8,189,72,90,351,10,5,0,46,6,90,104,179,251,16,35,148,105,23,60,196,49,16,4.89,5.78,6.38,2,3,5,347.45,261,258.77,29,2.64,1.21,1.21,18.49,18.49,18.22,166.45,13.96,10.65,39.87,5.44,92.82,70.27,13.63,14.08,13.74,159,74,85,318,12,8,0,26,6,87,94,147,221,16,35,149,146,30,64,188,36,9,4.55,4.6,4.82,7,3,2,321.73,233,235.92,33,2.27,1.49,1.49,14.74,14.84,14.62
