team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
N.J,2017,N.J,N.J,Team Level,other,5,0.59,0.69,0.69,754,16.05,3.61,1.28,3.05,0.54,9.53,3.99,3.12,3.61,3.12,18,4,5,27,5,3,0,4,2,8,0,13,17,0,0,10,4,1,1,12,4,6,0.53,0.49,2.59,2,0,3,27,22,22,1,0.38,1.24,1.24,2.75,2.75,2.67,6.81,2.52,0.37,1.05,0.2,2.93,2.93,2.32,2.52,2.32,8,2,2,12,4,1,0,2,0,2,1,4,6,0,0,7,5,0,1,5,1,4,0.18,0.08,2.26,1,0,3,12,10,10,1,0.1,0.46,0.46,2.16,2.16,2.1
N.J,2017,N.J,N.J,Team Level,all,5,0.45,0.48,0.48,18000,157.14,14.16,10.32,36.7,5.04,89.53,64.25,13.37,14.02,13.24,171,49,56,276,12,12,0,22,19,74,81,159,208,23,46,150,152,35,40,171,33,16,4.69,3.87,5.6,5,2,5,267.59,220,215.16,20,2.35,3.07,3.07,13.45,13.32,13.08,172.33,17.27,11.99,39.79,5.49,95.78,69.69,16.5,17.57,16.79,169,71,54,294,18,16,2,37,9,80,80,151,222,23,46,165,151,39,30,179,41,20,5.32,4.86,7.09,6,4,8,306.15,240,247.66,20,2.7,3.25,3.25,16.71,16.97,16.57
N.J,2017,N.J,N.J,Team Level,5on5,5,0.43,0.46,0.46,13497,106.89,7.46,6.39,26.6,3.43,59.61,46.51,7.29,7.32,7.16,115,35,38,188,6,7,0,16,14,47,60,109,144,23,46,109,135,23,31,125,17,8,3.42,1.92,2.12,3,2,1,179.59,150,145.16,17,1.31,1.4,1.4,7.37,7.24,7.18,125.22,9.94,8.07,30.59,4,69.37,52.02,9.55,10.24,9.84,120,54,43,217,9,10,0,30,5,54,66,111,165,21,42,116,140,32,26,133,32,9,3.93,3.81,2.2,5,3,1,229.15,174,181.66,17,1.67,1.99,1.99,9.62,9.87,9.69
N.J,2017,N.J,N.J,Team Level,4on5,5,0.08,0.09,0.1,1907,3.97,0.37,0.22,0.57,0.12,1.22,3.5,0.37,0.37,0.37,6,0,0,6,0,0,0,0,1,1,4,6,6,0,0,14,8,9,4,5,1,0,0.22,0.15,0,0,0,0,6,6,6,2,0.05,0,0,0.42,0.42,0.42,37.87,4.49,3.36,7.96,1.22,23,11.97,4.33,4.49,4.33,37,15,9,61,5,5,2,5,4,21,12,32,47,1,2,28,4,1,1,39,7,6,1.2,0.87,2.42,0,1,4,61,52,52,0,0.88,0.79,0.79,4.57,4.57,4.44
N.J,2017,N.J,N.J,Team Level,5on4,5,0.89,0.93,0.91,1842,30.23,2.72,2.43,6.48,0.95,19.17,10.25,2.6,2.72,2.6,32,10,13,55,1,2,0,2,2,18,17,31,41,0,0,17,5,2,4,29,11,2,0.53,1.31,0.89,0,0,1,55,42,42,0,0.61,0.43,0.43,2.9,2.9,2.81,2.43,0.32,0.19,0.19,0.06,0.48,2.76,0.3,0.32,0.3,4,0,0,4,0,0,0,0,0,3,1,4,4,1,2,14,2,6,2,2,1,1,0,0.1,0.22,0,0,0,4,4,4,2,0.04,0,0,0.37,0.37,0.34
WSH,2017,WSH,WSH,Team Level,other,24,0.66,0.56,0.6,4059,43.17,11.09,2.73,7.27,1.33,22.96,16.62,10.99,11.09,10.99,47,15,18,80,13,0,0,10,1,17,21,34,49,4,14,39,24,11,6,32,17,13,1.27,1.93,7.9,3,2,8,80,62,62,3,0.77,0,0,11.86,11.86,11.73,30.44,5.61,2.02,5.67,0.91,16.2,11.6,5.58,5.61,5.58,22,20,21,63,5,0,0,2,0,21,14,17,37,3,12,41,17,6,3,26,8,8,0.86,0.86,3.88,1,1,3,63,42,42,1,0.57,0,0,6.18,6.18,6.14
WSH,2017,WSH,WSH,Team Level,all,24,0.53,0.5,0.51,90284,766.89,71.9,51.93,173.26,24.73,423.74,330.44,70.01,73.15,71.23,762,314,378,1454,86,49,10,174,29,340,398,676,990,94,197,734,781,191,225,812,204,60,24.23,24.28,23.39,34,25,27,1482.41,1076,1095.19,130,11.39,9.91,10.32,72.97,74.05,72.91,732.9,64.1,51.11,169.77,23.89,415.45,311.68,61.96,63.39,61.26,691,345,418,1454,61,58,6,151,23,369,374,630,975,90,195,760,734,232,217,774,210,52,20.31,25.58,18.21,18,21,22,1424.65,1036,1019.57,128,11.22,10.52,10.52,64.81,64.05,62.72
WSH,2017,WSH,WSH,Team Level,5on5,24,0.51,0.49,0.5,72738,597.57,46.53,38.36,140.41,19.22,325.85,262.62,45.31,47.79,46.52,581,252,294,1127,52,37,7,139,25,253,327,529,781,82,167,556,716,155,189,644,155,34,19.03,18.64,8.86,26,17,9,1155.41,833,852.19,110,7.9,6.59,7.01,47.43,48.51,47.87,584.3,45.07,39.12,141.8,19.09,331.54,251.38,44,44.36,43.3,549,279,353,1181,38,42,3,131,21,297,299,511,790,75,159,601,683,202,187,628,169,31,16.53,20.37,8.17,14,14,10,1151.65,828,811.57,115,8.06,7.57,7.57,45.57,44.81,44.22
WSH,2017,WSH,WSH,Team Level,4on5,24,0.09,0.13,0.14,6859,14.28,1.24,0.64,1.83,0.47,4.06,14.77,1.22,1.24,1.22,18,5,5,28,1,1,0,2,0,8,11,17,22,4,8,78,25,11,13,16,6,1,0.27,0.75,0.23,0,1,0,28,23,23,11,0.15,0.14,0.14,1.25,1.25,1.24,103.74,12.62,9.36,20.81,3.47,63.97,32.77,11.61,12.62,11.61,104,39,44,187,17,15,3,17,2,49,43,87,126,8,16,59,10,10,16,99,31,13,2.45,4.01,6.16,2,6,9,187,143,143,2,2.45,2.76,2.76,12.31,12.31,11.61
WSH,2017,WSH,WSH,Team Level,5on4,24,0.94,0.91,0.87,6628,111.87,13.03,10.2,23.76,3.7,70.87,36.44,12.49,13.03,12.49,116,42,61,219,20,11,3,23,3,62,39,96,138,4,8,61,16,14,17,120,26,12,3.67,2.96,6.41,5,5,10,219,158,158,6,2.57,3.17,3.17,12.43,12.43,12.07,14.42,0.8,0.62,1.49,0.42,3.73,15.94,0.77,0.8,0.77,16,7,0,23,1,1,0,1,0,2,18,15,22,4,8,59,24,14,11,21,2,0,0.47,0.33,0,1,0,0,23,23,23,10,0.14,0.19,0.19,0.75,0.75,0.75
S.J,2017,S.J,S.J,Team Level,other,10,0.37,0.49,0.56,2551,17.02,2.26,1.33,3.35,0.67,9.62,6.77,2.2,2.26,2.2,21,3,6,30,3,1,0,4,0,6,10,18,21,0,0,21,12,5,0,13,9,2,0.37,1.06,0.83,1,1,1,30,24,24,0,0.41,0.09,0.09,2.58,2.58,2.51,13.7,3.88,0.91,2.51,0.41,7.12,4.16,3.85,3.88,3.85,12,7,12,31,4,2,1,3,0,6,4,8,15,1,2,9,7,3,5,10,5,4,0.36,0.72,2.8,0,2,2,31,19,19,2,0.25,0.59,0.59,3.54,3.54,3.53
S.J,2017,S.J,S.J,Team Level,all,10,0.51,0.5,0.5,38010,342.57,29.82,26.17,81.54,11.93,193.59,138.95,28.67,29.98,28.82,343,139,192,674,30,38,6,68,14,158,174,313,452,47,97,349,310,79,93,358,93,31,9.11,11.1,9.61,6,12,12,679.7,482,486.16,50,6.1,5.51,5.51,30.41,30.56,29.79,341.9,28.91,23.1,77.17,11.07,188.39,149.37,28.14,28.93,28.16,334,144,196,674,26,17,2,80,7,172,176,308,452,55,110,315,399,87,89,365,87,26,9.25,10.58,9.08,10,7,9,671.79,478,476.73,44,5.1,3.5,3.5,30.51,30.51,30.1
S.J,2017,S.J,S.J,Team Level,5on5,10,0.49,0.48,0.48,27530,231.64,17.88,15.91,57.21,7.67,128.89,95.44,17.25,18.04,17.4,226,97,136,459,17,22,4,45,7,105,127,209,306,41,85,229,278,63,70,246,64,13,6.67,7.63,3.58,5,8,4,464.7,323,327.16,41,3.28,3.97,3.97,17.2,17.35,17.08,251.93,18.49,16.19,60.04,8.18,137.57,108.53,18.06,18.52,18.07,240,109,153,502,15,9,0,61,7,126,131,225,334,48,96,239,365,74,68,272,64,13,7.42,7.8,3.28,10,2,3,499.79,349,347.73,37,3.35,1.66,1.73,20.11,20.1,19.79
S.J,2017,S.J,S.J,Team Level,4on5,10,0.09,0.13,0.16,3876,10.01,0.52,0.4,1.24,0.28,2.79,10.77,0.52,0.52,0.52,15,1,1,17,0,0,0,2,0,3,11,15,16,3,6,43,16,9,6,13,3,0,0.23,0.3,0,0,0,0,17,16,16,6,0.1,0,0,0.62,0.62,0.62,58.81,5.25,5.33,12.65,2,38.74,22.02,4.98,5.25,4.98,62,24,29,115,7,5,1,15,0,36,23,55,79,3,6,35,13,5,11,64,14,8,1.08,1.58,2.6,0,3,4,115,86,86,1,1.35,1.17,1.17,5.43,5.43,5.36
S.J,2017,S.J,S.J,Team Level,5on4,10,0.88,0.87,0.83,4053,83.89,9.16,8.53,19.75,3.3,52.28,25.98,8.71,9.16,8.71,81,38,49,168,10,15,2,17,7,44,26,71,109,3,6,56,4,2,17,86,17,16,1.85,2.1,5.21,0,3,7,168,119,119,3,2.31,1.46,1.46,10.01,10.01,9.58,17.46,1.28,0.67,1.96,0.48,4.95,14.66,1.26,1.28,1.26,20,4,2,26,0,1,0,1,0,4,18,20,24,3,6,32,14,5,5,19,4,1,0.39,0.48,0.4,0,0,0,26,24,24,4,0.16,0.07,0,1.44,1.44,1.42
PHI,2017,PHI,PHI,Team Level,other,6,0.48,0.4,0.37,1344,10.57,2.87,0.74,2.25,0.43,5.18,3.54,2.74,2.87,2.74,10,5,6,21,3,2,1,1,1,4,4,7,12,3,6,14,13,0,3,7,4,4,0.34,0.51,2.03,0,0,3,21,15,15,2,0.2,0.58,0.58,2.48,2.48,2.44,19.75,3.16,1.27,4.19,0.6,9.67,7.1,3.13,3.16,3.13,20,6,5,31,3,3,0,8,1,5,6,17,23,2,4,16,7,2,4,14,8,4,0.54,0.89,1.74,1,0,2,31,26,26,2,0.34,0.65,0.65,2.85,2.85,2.83
PHI,2017,PHI,PHI,Team Level,all,6,0.48,0.48,0.46,21600,148.37,15.92,10.07,33.07,4.95,80.01,64.98,15.32,15.71,15.11,148,61,94,303,15,10,4,30,5,71,78,133,194,31,65,162,230,27,53,150,42,17,4.88,5.4,5.63,6,1,8,293.99,209,205.81,33,2.23,2.32,2.32,15.83,15.61,15.3,174.86,17.54,12.16,39.6,5.81,99.01,73.87,17.27,17.92,17.64,184,64,80,328,28,11,3,45,8,76,80,156,220,28,61,171,170,41,53,185,45,18,5.83,5.42,6.29,10,8,10,339.65,248,252.82,29,2.69,2.74,2.74,17.5,17.89,17.62
PHI,2017,PHI,PHI,Team Level,5on5,6,0.47,0.48,0.46,15612,108.7,9.26,6.97,25.73,3.57,58.83,47.64,8.99,9.06,8.78,106,46,71,223,9,6,2,25,3,51,58,97,143,26,55,118,195,21,40,117,27,8,3.87,3.48,1.91,6,1,2,213.99,152,148.81,26,1.44,1.2,1.2,9.5,9.29,9.14,126.24,10.64,8.39,30.12,4.21,70.8,54.83,10.48,11.03,10.86,138,41,59,238,21,7,2,35,7,49,60,117,158,24,53,112,149,34,36,139,30,10,4.4,3.63,2.61,9,7,5,249.65,179,183.82,23,1.74,1.38,1.38,11.01,11.4,11.26
PHI,2017,PHI,PHI,Team Level,4on5,6,0.16,0.2,0.22,2479,8.04,0.68,0.3,1.02,0.23,1.9,6.86,0.58,0.68,0.58,11,0,2,13,1,2,1,1,0,1,6,10,10,1,2,20,13,5,3,9,0,2,0.14,0,0.54,0,0,1,13,11,11,3,0.07,0.54,0.54,0.21,0.21,0.21,26.04,3.53,2.39,4.9,0.91,17.83,8.44,3.45,3.53,3.45,22,16,15,53,4,1,1,2,0,21,10,18,34,2,4,22,3,0,10,28,6,4,0.82,0.76,1.95,0,1,3,53,38,38,1,0.58,0.71,0.71,3.4,3.4,3.3
PHI,2017,PHI,PHI,Team Level,5on4,6,0.94,0.88,0.86,2165,21.06,3.1,2.06,4.07,0.72,14.1,6.94,3.01,3.1,3.01,21,10,15,46,2,0,0,3,1,15,10,19,29,1,2,10,9,1,7,17,11,3,0.53,1.41,1.16,0,0,2,46,31,31,2,0.52,0,0,3.63,3.63,3.51,2.83,0.21,0.11,0.39,0.08,0.71,3.5,0.21,0.21,0.21,4,1,1,6,0,0,0,0,0,1,4,4,5,0,0,21,11,5,3,4,1,0,0.06,0.15,0,0,0,0,6,5,5,3,0.03,0,0,0.23,0.23,0.23
VGK,2017,VGK,VGK,Team Level,other,20,0.6,0.54,0.48,4486,34.54,7.79,2.07,6.51,0.98,17.55,12.1,7.74,7.79,7.74,32,15,24,71,6,2,1,6,0,18,15,26,41,0,0,23,17,9,8,29,10,8,1.03,1.29,5.47,0,2,4,71,47,47,6,0.59,0.59,0.59,7.78,7.78,7.76,37.26,5.13,2.59,7.52,1.25,19.91,14.61,5.06,5.13,5.06,39,12,9,60,6,1,0,8,1,12,23,33,45,0,0,47,18,7,3,31,15,5,1.02,1.72,2.38,2,3,1,60,51,51,2,0.72,0.36,0.43,5.41,5.41,5.34
VGK,2017,VGK,VGK,Team Level,all,20,0.51,0.51,0.5,76133,660.36,59.48,45.26,152.33,21.63,364.54,274.75,57.59,59.93,58.02,629,289,393,1311,57,49,7,157,10,331,314,572,861,93,189,637,768,240,198,682,183,53,19.04,21.8,18.64,19,18,20,1322.31,918,928.95,133,9.93,9.73,9.73,59.68,60.07,59.08,663.77,57.31,47.01,156.25,22.25,366.72,275.45,55.15,57.15,54.99,641,284,340,1265,47,67,7,134,28,319,330,594,878,87,177,680,789,163,210,700,166,59,18.42,20.44,18.46,13,16,18,1254.69,925,916.93,154,10.55,11.29,11.29,56.58,56.38,55.17
VGK,2017,VGK,VGK,Team Level,5on5,20,0.5,0.51,0.5,58530,505.3,40.53,33.12,121.53,16.32,274.83,210.67,39.4,40.99,39.83,473,224,311,1008,40,36,3,126,10,242,243,433,657,85,173,502,714,210,162,522,142,33,15.05,16.9,8.58,17,12,11,1019.31,697,707.95,113,6.85,6.6,6.6,40.79,41.18,40.54,498.33,40.21,32.98,121.61,16.62,268.99,210.58,38.64,40.05,38.48,472,219,260,951,27,51,5,99,21,242,251,445,664,78,159,497,731,127,174,527,125,39,14.14,15.71,10.37,10,9,8,940.69,691,682.93,133,6.83,9.16,9.32,37.73,37.54,36.91
VGK,2017,VGK,VGK,Team Level,4on5,20,0.09,0.11,0.13,6773,16.3,1.16,0.62,1.99,0.46,4.27,15.5,1.16,1.16,1.16,21,3,4,28,0,0,0,3,0,6,15,21,24,3,6,55,26,14,13,21,1,2,0.44,0.1,0.62,0,0,0,28,24,24,13,0.14,0,0,1.3,1.3,1.3,117.62,11.56,11.07,25.81,4.08,75.1,38.38,11.04,11.56,11.04,115,51,68,234,14,15,2,25,6,64,42,101,152,4,8,81,14,11,16,127,24,15,3.04,2.8,5.72,1,4,9,234,166,166,4,2.91,1.77,1.55,12.93,12.93,12.41
VGK,2017,VGK,VGK,Team Level,5on4,20,0.96,0.91,0.9,6344,104.22,10,9.45,22.3,3.87,67.9,36.49,9.29,10,9.29,103,47,54,204,11,11,3,22,0,65,41,92,139,5,10,57,11,7,15,110,30,10,2.51,3.52,3.97,2,4,5,204,150,150,1,2.35,2.54,2.54,9.81,9.81,9.48,10.56,0.42,0.39,1.31,0.29,2.71,11.88,0.42,0.42,0.42,15,2,3,20,0,0,0,2,0,1,14,15,17,5,10,55,26,18,17,15,2,0,0.22,0.2,0,0,0,0,20,17,17,15,0.09,0,0,0.51,0.51,0.51
ANA,2017,ANA,ANA,Team Level,other,4,0.12,0.41,0.36,400,2.73,0.16,0.25,0.5,0.08,2.1,0.91,0.16,0.16,0.16,2,2,3,7,0,0,0,2,0,2,0,2,4,1,2,3,0,1,2,4,0,0,0.16,0,0,0,0,0,7,4,4,0,0.06,0,0,0.22,0.22,0.22,4.78,1.2,0.41,0.89,0.22,2.8,1.48,1.17,1.2,1.17,4,3,3,10,1,1,0,0,0,2,3,3,6,0,0,5,4,1,0,2,3,2,0.06,0.31,0.83,0,0,1,10,7,7,0,0.14,0.09,0.09,1.26,1.26,1.23
